Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
25,"Chaplin, Troy",5,5,2,7,,,,,3.0,,,3.0,,2.0,,1.0,6.0,1.0,,1.0,,,56.0
30,"Conca, Reece",13,6,6,19,,,,5.0,3.0,4.0,2.0,1.0,1.0,,,2.0,15.0,,,1.0,2.0,,82.0
9,"Cotchin, Trent",14,6,13,27,,1.0,,3.0,4.0,,3.0,5.0,2.0,,,12.0,15.0,,,2.0,,,88.0
3,"Deledio, Brett",8,3,17,25,,1.0,1.0,3.0,,6.0,6.0,3.0,2.0,1.0,,12.0,13.0,,,2.0,4.0,,81.0
10,"Edwards, Shane",7,3,9,16,1,,,3.0,,2.0,2.0,2.0,1.0,1.0,,8.0,8.0,,1.0,2.0,,,83.0
5 ↑,"Ellis, Brandon",6,1,7,13,,1.0,,,1.0,3.0,,1.0,,,,3.0,10.0,,,,1.0,,40.0
6,"Grigg, Shaun",11,3,11,22,,2.0,2.0,1.0,,4.0,,2.0,,,,5.0,17.0,,1.0,,,,91.0
2,"Grimes, Dylan",6,5,9,15,,,,1.0,2.0,1.0,2.0,1.0,1.0,,,8.0,6.0,1.0,,4.0,2.0,,84.0
14,"Houli, Bachar",13,2,11,24,1,,,1.0,9.0,2.0,2.0,1.0,,,,7.0,10.0,,,2.0,1.0,,89.0
23,"Jackson, Daniel",9,2,8,17,,,,,1.0,2.0,1.0,6.0,,2.0,,5.0,13.0,,,1.0,,,85.0
28,"King, Jake",4,2,6,10,1,1.0,,1.0,,3.0,,2.0,,2.0,,4.0,6.0,,1.0,,2.0,1.0,83.0
15,"Knights, Chris",11,5,9,20,,2.0,,2.0,3.0,3.0,,4.0,1.0,2.0,,3.0,15.0,,,,,,80.0
20,"Maric, Ivan",8,5,7,15,1,1.0,25.0,3.0,,2.0,1.0,3.0,1.0,3.0,,5.0,10.0,,1.0,3.0,,1.0,92.0
4,"Martin, Dustin",15,,2,17,,1.0,,2.0,2.0,3.0,3.0,2.0,,,,6.0,12.0,,,3.0,1.0,,85.0
16,"McGuane, Luke",8,3,2,10,2,1.0,,1.0,,1.0,,2.0,1.0,1.0,,6.0,4.0,1.0,3.0,2.0,,1.0,96.0
38,"Morris, Steven",6,2,4,10,,,,,1.0,,,,1.0,,,2.0,8.0,,,3.0,,,89.0
1,"Newman, Chris",5,2,7,12,,,,1.0,3.0,2.0,4.0,1.0,1.0,1.0,,7.0,5.0,,,2.0,,1.0,84.0
13,"Petterd, Ricky",8,3,3,11,,,,3.0,1.0,2.0,,4.0,1.0,1.0,,2.0,9.0,,,5.0,,,84.0
18,"Rance, Alex",6,3,,6,,,,,2.0,,,3.0,1.0,1.0,,2.0,3.0,1.0,,8.0,,,91.0
8,"Riewoldt, Jack",12,5,2,14,3,,,2.0,,2.0,1.0,1.0,1.0,,,8.0,6.0,1.0,5.0,3.0,,3.0,93.0
21 ↓,"Tuck, Shane",6,1,8,14,,,1.0,1.0,,2.0,3.0,3.0,,1.0,,8.0,6.0,,,1.0,1.0,,47.0
29,"Vickery, Ty",6,3,5,11,2,,7.0,,,3.0,1.0,1.0,2.0,,,6.0,4.0,2.0,1.0,1.0,,,95.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,70,148,335,11,13.0,36.0,33.0,35.0,47.0,31.0,51.0,17.0,18.0,,122.0,201.0,7.0,13.0,46.0,14.0,7.0,
Opposition,Opposition,234,127,115,349,16,17.0,26.0,48.0,34.0,55.0,34.0,38.0,18.0,17.0,6.0,131.0,215.0,18.0,21.0,26.0,14.0,12.0,
