Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Ash, Lachie",12.0,6.0,5.0,17.0,,,,1.0,3.0,3.0,,,,,,5.0,13.0,,,1.0,1.0,,81.0
5,"Bruhn, Tanner",4.0,1.0,3.0,7.0,,1.0,,2.0,1.0,2.0,,2.0,,,,3.0,3.0,,,1.0,,,63.0
44,"Buckley, Jack",4.0,2.0,4.0,8.0,,1.0,1.0,,,1.0,,2.0,,1.0,,2.0,7.0,,1.0,2.0,,,80.0
3,"Coniglio, Stephen",12.0,6.0,10.0,22.0,,1.0,,4.0,2.0,3.0,6.0,2.0,1.0,,,7.0,14.0,,,,,1.0,83.0
13,"Cumming, Isaac",22.0,5.0,2.0,24.0,,,,4.0,10.0,1.0,,5.0,2.0,4.0,,3.0,13.0,1.0,,2.0,,,84.0
16,"Daniels, Brent",8.0,1.0,6.0,14.0,,,,,1.0,1.0,,4.0,1.0,,,6.0,9.0,,,2.0,,1.0,67.0
1,"Davis, Phil",9.0,8.0,6.0,15.0,,,,3.0,2.0,2.0,,,2.0,,,3.0,11.0,,,6.0,,,86.0
24,"de Boer, Matt",9.0,4.0,11.0,20.0,,1.0,,6.0,2.0,3.0,3.0,3.0,,2.0,,6.0,13.0,,,,,,83.0
30,"Flynn, Matt",3.0,3.0,9.0,12.0,,,18.0,4.0,,2.0,1.0,,2.0,,,8.0,6.0,1.0,,4.0,,,79.0
4,"Greene, Toby",13.0,6.0,7.0,20.0,2.0,3.0,,2.0,,8.0,,2.0,6.0,,,12.0,10.0,1.0,1.0,1.0,1.0,2.0,91.0
19,"Haynes, Nick",14.0,4.0,4.0,18.0,,,,,3.0,1.0,,5.0,,3.0,,4.0,13.0,,,2.0,,,81.0
37,"Hill, Bobby",9.0,4.0,3.0,12.0,,2.0,,3.0,,3.0,,1.0,1.0,,,5.0,7.0,,1.0,,2.0,1.0,74.0
27,"Himmelberg, Harry",12.0,6.0,3.0,15.0,2.0,,,,,4.0,,2.0,2.0,,,7.0,7.0,1.0,1.0,2.0,,1.0,92.0
2,"Hopper, Jacob",6.0,1.0,12.0,18.0,1.0,,,3.0,3.0,1.0,4.0,4.0,,3.0,,8.0,11.0,,,,1.0,,83.0
25,"Keeffe, Lachlan",8.0,6.0,5.0,13.0,,,,,3.0,1.0,,1.0,1.0,1.0,,3.0,9.0,,,14.0,,,92.0
22,"Kelly, Josh",13.0,6.0,7.0,20.0,,2.0,,4.0,2.0,1.0,,2.0,1.0,,,4.0,17.0,1.0,,1.0,1.0,,87.0
36,"Perryman, Harry",18.0,1.0,8.0,26.0,,,,1.0,8.0,,1.0,3.0,1.0,1.0,,7.0,12.0,,,,,,82.0
50,"Reid, Sam",3.0,2.0,6.0,9.0,,1.0,,3.0,,,,3.0,,2.0,,3.0,7.0,,,1.0,,,80.0
34,"Shipley, Nick",,,,,,,,,,,,,,,,,,,,,,,
28,"Sproule, Zach",6.0,1.0,1.0,7.0,2.0,,,1.0,,1.0,,3.0,,2.0,,4.0,4.0,,1.0,,,,89.0
14,"Taranto, Tim",13.0,2.0,10.0,23.0,,1.0,,6.0,3.0,3.0,6.0,6.0,2.0,2.0,,7.0,14.0,,,3.0,,,79.0
15,"Taylor, Sam",2.0,3.0,6.0,8.0,,,,,1.0,,,,,,,4.0,4.0,,,4.0,,,94.0
8,"Ward, Callan",7.0,3.0,10.0,17.0,,1.0,,1.0,2.0,1.0,,,,,,2.0,15.0,1.0,,3.0,,,68.0
Totals,Totals,207.0,81.0,138.0,345.0,7.0,14.0,19.0,48.0,46.0,42.0,21.0,50.0,22.0,21.0,,113.0,219.0,6.0,5.0,49.0,6.0,6.0,
Opposition,Opposition,241.0,114.0,178.0,419.0,11.0,21.0,27.0,48.0,35.0,58.0,30.0,56.0,21.0,22.0,6.0,145.0,278.0,12.0,22.0,55.0,3.0,8.0,
