Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
11,"Bennell, Harley",22y 324d,80 (20-1-59 25.63%),92 (1.15),←,
12,"Day, Sam",22y 350d,76 (23-1-52 30.92%),50 (0.66),←,
41,"Garlett, Jarrod",19y 111d,7 (2-0-5 28.57%),3 (0.43),←,
33,"Hall, Aaron",24y 286d,59 (22-1-36 38.14%),55 (0.93),←,
46,"Hall, Josh",25y 141d,7 (3-0-4 42.86%),3 (0.43),←,
28,"Kolodjashnij, Kade",20y 13d,38 (11-1-26 30.26%),9 (0.24),←,
40,"Lemmens, Sean",20y 293d,34 (12-1-21 36.76%),6 (0.18),←,
37,"Lonergan, Jesse",20y 281d,29 (8-1-20 29.31%),3 (0.10),←,
19,"Lynch, Tom",22y 295d,78 (22-1-55 28.85%),121 (1.55),←,
7,"Malceski, Nick",31y 7d,190 (119-3-68 63.42%),70 (0.37),14 (3-1-10 25.00%),3 (0.21)
4,"Martin, Jack",20y 205d,21 (7-1-13 35.71%),21 (1.00),←,
32,"Matera, Brandon",23y 164d,72 (21-1-50 29.86%),76 (1.06),←,
17,"May, Steven",23y 224d,69 (22-1-46 32.61%),15 (0.22),←,
44,"Miller, Touk",19y 181d,20 (4-1-15 22.50%),7 (0.35),←,
35,"Rischitelli, Michael",29y 226d,197 (71-3-123 36.80%),85 (0.43),86 (22-0-64 25.58%),38 (0.44)
8,"Russell, Luke",23y 210d,68 (17-1-50 25.74%),29 (0.43),←,
42,"Saad, Adam",21y 30d,16 (4-1-11 28.13%),1 (0.06),←,
20,"Schade, Henry",21y 318d,13 (4-1-8 34.62%),,←,
26,"Shaw, Matt",23y 198d,85 (23-1-61 27.65%),31 (0.36),←,
2,"Smith, Zac",25y 181d,63 (13-0-50 20.63%),31 (0.49),←,
25,"Stanley, Danny",27y 185d,86 (25-0-61 29.07%),38 (0.44),81 (24-0-57 29.63%),38 (0.47)
16,"Thompson, Rory",24y 163d,63 (18-1-44 29.37%),7 (0.11),←,
Totals,Totals,23y 150d,1371 (471-22-878 34.35%),753 (0.55),,
C,"Eade, Rodney",57y 140d,334 (173-5-156 52.54%),,20 (4-1-15 22.50%),
