Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",27y 92d,84 (40-1-43 48.21%),28 (0.33),62 (32-1-29 52.42%),20 (0.32)
22,"Bower, Nathan",23y 324d,56 (26-1-29 47.32%),18 (0.32),←,
17,"Broderick, Paul",26y 115d,145 (69-1-75 47.93%),114 (0.79),52 (30-1-21 58.65%),34 (0.65)
9,"Campbell, Wayne",23y 217d,102 (43-1-58 42.65%),64 (0.63),←,
15,"Charles, Justin",25y 212d,58 (30-2-26 53.45%),36 (0.62),22 (12-1-9 56.82%),12 (0.55)
10,"Daffy, Nick",22y 352d,54 (31-1-22 58.33%),68 (1.26),←,
30,"Free, Tony",26y 305d,133 (46-0-87 34.59%),46 (0.35),←,
25,"Gale, Brendon",27y 284d,127 (51-1-75 40.55%),134 (1.06),←,
1,"Gale, Michael",29y 128d,145 (63-1-81 43.79%),40 (0.28),40 (22-1-17 56.25%),11 (0.28)
2,"Gaspar, Darren",19y 343d,25 (9-0-16 36.00%),1 (0.04),4 (2-0-2 50.00%),
20,"Harrison, Ben",21y 101d,4 (2-0-2 50.00%),,2 (0-0-2 0.00%),
23,"Jurica, Stephen",19y 306d,14 (6-1-7 46.43%),24 (1.71),←,
3,"Kellaway, Duncan",23y 70d,62 (33-1-28 54.03%),,←,
8,"Merenda, Mark",20y 181d,27 (17-0-10 62.96%),7 (0.26),←,
6,"Naish, Chris",24y 213d,114 (46-1-67 40.79%),170 (1.49),←,
7,"Prescott, Ashley",23y 229d,38 (21-1-16 56.58%),1 (0.03),←,
12,"Richardson, Matthew",21y 39d,47 (23-0-24 48.94%),134 (2.85),←,
4,"Rogers, Matthew",22y 154d,47 (26-1-20 56.38%),43 (0.91),←,
5,"Tape, Jamie",22y 22d,51 (29-1-21 57.84%),3 (0.06),←,
29,"Torney, Jason",18y 316d,9 (4-1-4 50.00%),2 (0.22),←,
41,"Turner, Scott",25y 332d,101 (40-0-61 39.60%),32 (0.32),←,
Totals,Totals,23y 241d,1443 (655-16-772 45.39%),965 (0.67),,
C,"Walls, Robert",45y 281d,313 (147-2-164 47.28%),,5 (2-0-3 40.00%),
