Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
3,"Berry, Sam",23y 108d,63 (25-0-38 39.68%),14 (0.22),←,
41,"Butts, Jordon",25y 151d,80 (34-1-45 43.13%),,←,
44,"Cumming, Isaac",26y 293d,93 (46-1-46 50.00%),14 (0.15),12 (8-0-4 66.67%),4 (0.33)
6,"Curtin, Daniel",20y 84d,19 (10-1-8 55.26%),7 (0.37),←,
12,"Dawson, Jordan",28y 52d,143 (65-1-77 45.80%),69 (0.48),79 (35-1-43 44.94%),35 (0.44)
34,"Draper, Sid",18y 330d,9 (6-0-3 66.67%),3 (0.33),←,
32,"Fogarty, Darcy",25y 248d,113 (44-1-68 39.38%),186 (1.65),←,
20,"Hinge, Mitch",26y 339d,76 (33-1-42 44.08%),8 (0.11),73 (31-1-41 43.15%),7 (0.10)
48,"Keane, Mark",25y 75d,43 (20-1-22 47.67%),,38 (19-1-18 51.32%),
2,"Keays, Ben",28y 97d,148 (51-1-96 34.80%),112 (0.76),118 (45-1-72 38.56%),101 (0.86)
16,"Michalanney, Max",21y 94d,57 (27-1-29 48.25%),1 (0.02),←,
30,"Milera, Wayne",27y 259d,111 (58-1-52 52.70%),31 (0.28),←,
28,"Neal-Bullen, Alex",29y 142d,188 (109-1-78 58.24%),127 (0.68),12 (8-0-4 66.67%),11 (0.92)
43,"OBrien, Reilly",29y 284d,133 (55-1-77 41.73%),15 (0.11),←,
25,"Peatling, James",24y 283d,56 (29-0-27 51.79%),20 (0.36),11 (7-0-4 63.64%),4 (0.36)
10,"Pedlar, Luke",23y 14d,32 (13-0-19 40.63%),30 (0.94),←,
8,"Rachele, Josh",22y 50d,65 (29-1-35 45.38%),90 (1.38),←,
23,"Rankine, Izak",25y 38d,95 (38-2-55 41.05%),137 (1.44),47 (22-1-24 47.87%),80 (1.70)
33,"Smith, Brodie",33y 137d,264 (134-2-128 51.14%),73 (0.28),←,
14,"Soligo, Jake",22y 126d,72 (32-1-39 45.14%),30 (0.42),←,
7,"Thilthorpe, Riley",22y 328d,65 (27-0-38 41.54%),86 (1.32),←,
13,"Walker, Taylor",35y 36d,289 (146-2-141 50.87%),660 (2.28),←,
24,"Worrell, Josh",24y 50d,42 (22-1-19 53.57%),,←,
Totals,Totals,25y 237d,2256 (1053-21-1182 46.68%),1713 (0.76),,
C,"Nicks, Matthew",50y 18d,118 (45-1-72 38.56%),,←,
