Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
21,"Akermanis, Jason",30y 64d,251 (153-4-94 61.75%),308 (1.23),3 (2-0-1 66.67%),1 (0.33)
5,"Boyd, Matthew",24y 245d,73 (32-0-41 43.84%),20 (0.27),←,
17,"Cooney, Adam",21y 211d,70 (32-0-38 45.71%),73 (1.04),←,
4,"Cross, Daniel",24y 30d,74 (32-1-41 43.92%),13 (0.18),←,
14,"Darcy, Luke",31y 291d,209 (93-4-112 45.45%),173 (0.83),←,
10,"Eagleton, Nathan",28y 170d,198 (89-3-106 45.71%),169 (0.85),142 (63-1-78 44.72%),124 (0.87)
13,"Giansiracusa, Daniel",25y 49d,108 (42-2-64 39.81%),99 (0.92),←,
9,"Gilbee, Lindsay",25y 295d,102 (45-1-56 44.61%),54 (0.53),←,
16,"Griffen, Ryan",20y 276d,46 (25-0-21 54.35%),15 (0.33),←,
25,"Hargrave, Ryan",25y 277d,99 (41-2-56 42.42%),25 (0.25),←,
19,"Higgins, Shaun",19y 56d,10 (7-0-3 70.00%),11 (1.10),←,
6,"Johnson, Brad",30y 285d,283 (131-5-147 47.17%),418 (1.48),←,
36,"Lake, Brian",25y 61d,80 (32-0-48 40.00%),9 (0.11),←,
23,"McMahon, Jordan",23y 337d,101 (40-2-59 40.59%),36 (0.36),←,
27,"Minson, Will",22y 18d,40 (22-0-18 55.00%),13 (0.32),←,
38,"Morris, Dale",24y 121d,46 (27-0-19 58.70%),1 (0.02),←,
2,"Murphy, Robert",24y 324d,115 (44-2-69 39.13%),84 (0.73),←,
15,"Power, Sam",23y 301d,74 (28-1-45 38.51%),15 (0.20),←,
1,"Ray, Farren",21y 37d,47 (22-0-25 46.81%),19 (0.40),←,
30,"Robbins, Matthew",29y 356d,140 (61-2-77 44.29%),124 (0.89),133 (57-2-74 43.61%),124 (0.93)
7,"West, Scott",32y 166d,305 (143-4-158 47.54%),103 (0.34),←,
37,"Wight, Cameron",22y 24d,17 (7-0-10 41.18%),1 (0.06),←,
Totals,Totals,25y 132d,2488 (1148-33-1307 46.14%),1783 (0.72),,
C,"Eade, Rodney",49y 25d,203 (109-2-92 54.19%),,51 (28-0-23 54.90%),
