Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ambrose, Patrick",7,1,5,12,1,,,2.0,,2.0,1.0,2.0,1.0,1.0,,3.0,9.0,,,4.0,,1.0,93.0
12,"Baguley, Mark",5,7,8,13,1,,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,4.0,11.0,,1.0,5.0,,,81.0
2,"Bellchambers, Tom",12,8,8,20,1,,32.0,,4.0,1.0,3.0,5.0,2.0,1.0,,12.0,8.0,6.0,1.0,3.0,,,83.0
6,"Daniher, Joe",8,4,3,11,1,,1.0,,,5.0,2.0,5.0,2.0,2.0,,5.0,6.0,1.0,2.0,4.0,,,96.0
9,"Goddard, Brendon",13,6,14,27,,,,,2.0,1.0,,4.0,,4.0,,2.0,25.0,,,1.0,2.0,,85.0
21,"Heppell, Dyson",13,6,15,28,1,,,5.0,2.0,4.0,4.0,3.0,1.0,,,10.0,18.0,,,1.0,,,89.0
26,"Hooker, Cale",10,4,12,22,1,,,,6.0,2.0,2.0,3.0,,,,9.0,12.0,1.0,,6.0,1.0,,93.0
18,"Hurley, Michael",11,5,16,27,,,,2.0,5.0,,,7.0,2.0,1.0,,13.0,16.0,,,2.0,,,89.0
33,"Laverde, Jayden",3,3,4,7,,1.0,,4.0,,1.0,,1.0,,1.0,,3.0,5.0,1.0,1.0,,,1.0,72.0
43,"McDonald-Tipungwuti, Anthony",3,2,4,7,1,,,2.0,,,,2.0,,1.0,,,7.0,,1.0,,,1.0,75.0
1,"McGrath, Andrew",8,3,19,27,,,,2.0,,2.0,2.0,,1.0,,,11.0,17.0,,,1.0,,1.0,82.0
45,"McKenna, Conor",9,2,10,19,,,,2.0,4.0,1.0,1.0,4.0,1.0,1.0,,7.0,10.0,,,2.0,,1.0,82.0
41,"McNiece, Ben",7,4,4,11,,,,4.0,2.0,1.0,,1.0,,1.0,,3.0,9.0,1.0,,5.0,,,78.0
7,"Merrett, Zach",12,1,5,17,,,,3.0,1.0,3.0,1.0,1.0,3.0,,,5.0,13.0,,,2.0,1.0,1.0,74.0
19,"Mutch, Kobe",9,4,8,17,1,,,1.0,2.0,1.0,1.0,3.0,1.0,,,4.0,12.0,,,1.0,,,73.0
23,"Myers, David",6,3,13,19,,,,3.0,,2.0,6.0,4.0,,2.0,,13.0,6.0,1.0,,2.0,,,68.0
3,"Parish, Darcy",5,1,10,15,1,,,1.0,,3.0,1.0,1.0,1.0,,,6.0,9.0,,,,,,76.0
42,"Saad, Adam",6,1,8,14,,,,1.0,3.0,1.0,,4.0,1.0,2.0,,4.0,11.0,,,3.0,1.0,1.0,83.0
5,"Smith, Devon",11,4,10,21,,1.0,,7.0,2.0,1.0,2.0,,,,,5.0,16.0,,,1.0,,,79.0
17,"Stewart, James",10,7,10,20,1,3.0,2.0,,,6.0,,4.0,,2.0,,14.0,7.0,4.0,3.0,3.0,,1.0,82.0
25,"Stringer, Jake",4,2,7,11,,,,1.0,,,1.0,2.0,,,,7.0,4.0,1.0,,1.0,,,79.0
11,"Zaharakis, David",13,6,12,25,,,,2.0,1.0,1.0,5.0,3.0,,2.0,,8.0,18.0,,,3.0,,1.0,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,185,84,205,390,10,7.0,35.0,45.0,35.0,39.0,33.0,61.0,17.0,22.0,,148.0,249.0,16.0,9.0,50.0,5.0,9.0,
Opposition,Opposition,205,92,141,346,13,12.0,35.0,72.0,25.0,54.0,34.0,41.0,22.0,17.0,6.0,135.0,220.0,14.0,13.0,44.0,7.0,6.0,
