Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",28y 17d,206 (92-0-114 44.66%),149 (0.72),←,
16,"Bowden, Patrick",24y 338d,64 (16-1-47 25.78%),66 (1.03),14 (8-0-6 57.14%),11 (0.79)
7,"Brown, Nathan",28y 148d,174 (78-3-93 45.69%),275 (1.58),37 (14-0-23 37.84%),69 (1.86)
3,"Deledio, Brett",19y 81d,35 (18-0-17 51.43%),17 (0.49),←,
41,"Foley, Nathan",20y 303d,19 (9-0-10 47.37%),3 (0.16),←,
2,"Gaspar, Darren",30y 49d,221 (97-0-124 43.89%),23 (0.10),200 (90-0-110 45.00%),22 (0.11)
31,"Hyde, Chris",23y 333d,61 (18-0-43 29.51%),20 (0.33),←,
17,"Johnson, Kane",28y 115d,172 (79-0-93 45.93%),64 (0.37),68 (24-0-44 35.29%),20 (0.29)
39,"Kellaway, Andrew",30y 227d,170 (78-0-92 45.88%),29 (0.17),←,
27,"Krakouer, Andrew",23y 154d,87 (30-0-57 34.48%),89 (1.02),←,
29,"Oakley-Nicholls, Jarrad",18y 149d,3 (2-0-1 66.67%),,←,
26,"Pattison, Adam",20y 125d,11 (7-0-4 63.64%),1 (0.09),←,
15,"Pettifer, Kayne",24y 167d,73 (32-0-41 43.84%),78 (1.07),←,
14,"Polo, Dean",19y 337d,9 (6-0-3 66.67%),5 (0.56),←,
4,"Raines, Andrew",20y 122d,21 (11-0-10 52.38%),,←,
12,"Richardson, Matthew",31y 111d,226 (100-0-126 44.25%),662 (2.93),←,
25,"Schulz, Jay",21y 81d,29 (10-0-19 34.48%),20 (0.69),←,
5,"Simmonds, Troy",27y 360d,140 (70-0-70 50.00%),103 (0.74),36 (18-0-18 50.00%),37 (1.03)
30,"Tambling, Richard",19y 299d,25 (15-0-10 60.00%),16 (0.64),←,
32,"Tivendale, Greg",27y 80d,158 (66-0-92 41.77%),105 (0.66),←,
21,"Tuck, Shane",24y 196d,39 (18-0-21 46.15%),21 (0.54),←,
35,"White, Matt",19y 84d,3 (2-0-1 66.67%),1 (0.33),←,
Totals,Totals,24y 77d,1946 (854-4-1088 43.88%),1747 (0.90),,
C,"Wallace, Terry",47y 207d,184 (97-2-85 53.26%),,36 (18-0-18 50.00%),
