Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Bishop, Matthew",3,2,2,5,,,,,2.0,,,,,,,,4.0,,,1.0,,,82.0
20,"Brogan, Dean",4,3,11,15,,,36.0,,,3.0,5.0,3.0,,2.0,3.0,13.0,3.0,3.0,,3.0,,,87.0
7,"Burgoyne, Peter",22,3,6,28,1,1.0,,2.0,2.0,6.0,8.0,1.0,,,,16.0,12.0,,1.0,,2.0,,100.0
8,"Burgoyne, Shaun",7,3,4,11,1,,1.0,6.0,,2.0,1.0,2.0,,,,7.0,5.0,1.0,3.0,1.0,,1.0,100.0
9,"Carr, Josh",17,4,4,21,1,,,1.0,1.0,3.0,5.0,2.0,1.0,2.0,,9.0,11.0,,2.0,,,,88.0
25,"Cassisi, Domenic",3,,2,5,,,,,,1.0,2.0,1.0,1.0,1.0,,4.0,1.0,,,,,1.0,28.0
26,"Cochrane, Stuart",7,4,3,10,,1.0,2.0,3.0,,,1.0,1.0,,1.0,,4.0,7.0,,1.0,2.0,,,100.0
35,"Cornes, Chad",15,9,6,21,1,,2.0,3.0,,8.0,1.0,2.0,1.0,2.0,,10.0,12.0,1.0,1.0,1.0,2.0,1.0,100.0
18,"Cornes, Kane",5,3,1,6,1,,,,1.0,1.0,,,,,,1.0,5.0,,1.0,,,,24.0
17,"Dew, Stuart",6,2,1,7,1,2.0,,,,1.0,3.0,1.0,1.0,,,5.0,2.0,,2.0,2.0,,,52.0
11,"Hardwick, Damien",7,4,13,20,,,,4.0,3.0,2.0,1.0,2.0,2.0,1.0,,12.0,8.0,,,5.0,,,92.0
29,"Kingsley, Adam",7,2,1,8,,,,,4.0,,,3.0,1.0,,,2.0,6.0,,,2.0,,,60.0
5,"Lade, Brendon",7,4,8,15,2,,5.0,,,3.0,3.0,,2.0,,,8.0,6.0,1.0,1.0,2.0,,1.0,65.0
3,"Montgomery, Brett",6,4,3,9,,,1.0,,4.0,,,1.0,,1.0,,3.0,6.0,1.0,,5.0,,,100.0
14,"Paxman, Stephen",3,2,1,4,,,,,,,,1.0,,,,1.0,4.0,,,2.0,,,100.0
15,"Pickett, Byron",10,4,3,13,1,,,5.0,,5.0,2.0,3.0,2.0,1.0,,5.0,8.0,,1.0,4.0,,,100.0
27,"Poulton, Jared",4,3,4,8,,,,,1.0,1.0,1.0,1.0,1.0,,,3.0,5.0,,,1.0,,,35.0
6,"Schofield, Jarrad",18,3,5,23,,2.0,,5.0,4.0,6.0,4.0,2.0,1.0,1.0,2.0,8.0,14.0,,,1.0,,,93.0
36,"Stevens, Nick",16,2,4,20,,,1.0,2.0,1.0,2.0,5.0,3.0,,,,8.0,11.0,,,1.0,,,93.0
16,"Tredrea, Warren",8,4,6,14,2,3.0,1.0,3.0,,2.0,,,2.0,,,8.0,5.0,3.0,2.0,3.0,,1.0,100.0
2,"Wakelin, Darryl",7,4,5,12,,,1.0,,4.0,,,4.0,1.0,1.0,,6.0,6.0,2.0,,3.0,,,100.0
4,"Wanganeen, Gavin",13,3,1,14,3,1.0,,4.0,1.0,4.0,2.0,1.0,4.0,,,10.0,4.0,,2.0,2.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,72,94,289,14,15.0,50.0,38.0,28.0,50.0,44.0,34.0,20.0,13.0,5.0,143.0,145.0,12.0,17.0,41.0,4.0,5.0,
Opposition,Opposition,163,72,92,255,8,12.0,29.0,47.0,32.0,40.0,29.0,38.0,13.0,20.0,1.0,98.0,144.0,10.0,10.0,42.0,5.0,3.0,
