Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
1,"Charles, Sean",21y 29d,28 (11-0-17 39.29%),43 (1.54),←,
23,"Clarkson, Alastair",28y 50d,104 (45-2-57 44.23%),70 (0.67),11 (3-0-8 27.27%),9 (0.82)
26,"Doyle, Greg",25y 266d,29 (14-0-15 48.28%),17 (0.59),27 (14-0-13 51.85%),14 (0.52)
33,"Farmer, Jeff",18y 358d,15 (2-0-13 13.33%),15 (1.00),←,
20,"Febey, Matthew",26y 302d,81 (38-0-43 46.91%),22 (0.27),←,
15,"Hopgood, Paul",22y 331d,51 (26-0-25 50.98%),3 (0.06),←,
27,"Ingerson, Anthony",26y 247d,46 (18-0-28 39.13%),25 (0.54),9 (2-0-7 22.22%),
7,"Kowal, Darren",23y 364d,63 (31-0-32 49.21%),29 (0.46),←,
17,"Lovett, Brett",30y 27d,208 (114-1-93 55.05%),40 (0.19),←,
6,"Lovett, Glenn",26y 329d,101 (47-0-54 46.53%),67 (0.66),←,
3,"Lyon, Garry",28y 277d,198 (111-1-86 56.31%),376 (1.90),←,
9,"Neitz, David",21y 146d,77 (35-0-42 45.45%),64 (0.83),←,
18,"Nettelbeck, Craig",24y 21d,55 (13-2-40 25.45%),37 (0.67),10 (3-0-7 30.00%),10 (1.00)
4,"Obst, Andrew",31y 302d,120 (63-0-57 52.50%),55 (0.46),←,
35,"Ormond-Allen, Trent",20y 5d,4 (2-0-2 50.00%),1 (0.25),←,
10,"Seecamp, Marcus",23y 325d,82 (30-0-52 36.59%),15 (0.18),31 (12-0-19 38.71%),5 (0.16)
29,"Smith, Shaun",26y 360d,78 (39-1-38 50.64%),108 (1.38),31 (12-0-19 38.71%),70 (2.26)
11,"Stynes, Jim",30y 54d,211 (114-1-96 54.27%),121 (0.57),←,
2,"Tingay, Stephen",25y 308d,127 (68-0-59 53.54%),60 (0.47),←,
8,"Turley, Craig",30y 297d,125 (77-2-46 62.40%),97 (0.78),10 (3-0-7 30.00%),6 (0.60)
13,"Yze, Adem",18y 269d,19 (7-0-12 36.84%),10 (0.53),←,
Totals,Totals,25y 153d,1822 (905-10-907 49.67%),1275 (0.70),,
C,"Balme, Neil",44y 153d,78 (36-0-42 46.15%),,←,
