Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",25y 69d,123 (50-3-70 41.87%),313 (2.54),←,
35,"Corr, Aidan",24y 23d,71 (30-3-38 44.37%),2 (0.03),←,
1,"Davis, Phil",27y 283d,131 (61-3-67 47.71%),6 (0.05),113 (50-3-60 45.58%),5 (0.04)
24,"de Boer, Matt",28y 91d,162 (92-4-66 58.02%),64 (0.40),24 (14-3-7 64.58%),16 (0.67)
32,"Griffen, Ryan",31y 317d,250 (125-2-123 50.40%),156 (0.62),48 (28-1-19 59.38%),26 (0.54)
19,"Haynes, Nick",26y 22d,93 (42-3-48 46.77%),8 (0.09),←,
27,"Himmelberg, Harry",22y 32d,28 (18-1-9 66.07%),17 (0.61),←,
2,"Hopper, Jacob",21y 123d,33 (20-1-12 62.12%),12 (0.36),←,
22,"Kelly, Josh",23y 117d,90 (48-2-40 54.44%),58 (0.64),←,
17,"Langdon, Zac",22y 208d,9 (5-0-4 55.56%),11 (1.22),←,
38,"Lloyd, Daniel",26y 111d,19 (11-3-5 65.79%),13 (0.68),←,
37,"Lobb, Rory",25y 120d,63 (35-2-26 57.14%),56 (0.89),←,
12,"Patton, Jonathon",25y 20d,87 (42-3-42 50.00%),126 (1.45),←,
36,"Perryman, Harry",19y 172d,13 (6-1-6 50.00%),1 (0.08),←,
50,"Reid, Sam",28y 214d,54 (28-3-23 54.63%),24 (0.44),44 (22-3-19 53.41%),23 (0.52)
23,"Shaw, Heath",32y 194d,274 (165-5-104 61.13%),39 (0.14),101 (55-3-43 55.94%),2 (0.02)
5,"Shiel, Dylan",25y 92d,124 (52-3-69 43.15%),61 (0.49),←,
14,"Taranto, Tim",20y 132d,26 (16-1-9 63.46%),9 (0.35),←,
15,"Taylor, Sam",19y 35d,2 (2-0-0 100.00%),,←,
20,"Tomlinson, Adam",24y 303d,103 (38-3-62 38.35%),22 (0.21),←,
8,"Ward, Callan",28y 60d,204 (89-3-112 44.36%),103 (0.50),144 (57-3-84 40.63%),70 (0.49)
6,"Whitfield, Lachie",23y 326d,102 (44-3-55 44.61%),45 (0.44),←,
Totals,Totals,25y 23d,2061 (1019-52-990 49.44%),1146 (0.56),,
C,"Cameron, Leon",45y 280d,105 (55-3-47 53.81%),,←,
