Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
15,"Amon, Karl",23y 356d,57 (29-0-28 50.88%),29 (0.51),←,
10,"Boak, Travis",31y 9d,262 (125-1-136 47.90%),170 (0.65),←,
26,"Bonner, Riley",22y 156d,40 (24-0-16 60.00%),7 (0.17),←,
5,"Broadbent, Matthew",29y 9d,169 (76-1-92 45.27%),52 (0.31),←,
33,"Byrne-Jones, Darcy",23y 324d,84 (44-0-40 52.38%),6 (0.07),←,
17,"Clurey, Tom",25y 140d,80 (46-0-34 57.50%),,←,
22,"Dixon, Charlie",28y 321d,133 (57-1-75 43.23%),208 (1.56),68 (38-0-30 55.88%),114 (1.68)
21,"Duursma, Xavier",19y 34d,19 (10-0-9 52.63%),9 (0.47),←,
9,"Gray, Robbie",31y 133d,216 (104-0-112 48.15%),315 (1.46),←,
46,"Gray, Sam",27y 190d,94 (52-0-42 55.32%),83 (0.88),←,
8,"Hartlett, Hamish",28y 361d,162 (76-1-85 47.22%),73 (0.45),←,
43,"Houston, Dan",22y 90d,58 (33-0-25 56.90%),9 (0.16),←,
42,"Jonas, Tom",28y 213d,137 (70-1-66 51.46%),1 (0.01),←,
38,"Ladhams, Peter",21y 208d,4 (2-0-2 50.00%),2 (0.50),←,
13,"Marshall, Todd",20y 306d,18 (14-0-4 77.78%),20 (1.11),←,
2,"Powell-Pepper, Sam",21y 214d,56 (33-0-23 58.93%),31 (0.55),←,
11,"Rockliff, Tom",29y 169d,188 (65-0-123 34.57%),95 (0.51),34 (19-0-15 55.88%),8 (0.24)
20,"Rozee, Connor",19y 200d,20 (10-0-10 50.00%),26 (1.30),←,
4,"Ryder, Paddy",31y 149d,241 (120-4-117 50.62%),170 (0.71),71 (41-0-30 57.75%),53 (0.75)
50,"Sutcliffe, Cam",27y 79d,109 (61-1-47 56.42%),22 (0.20),5 (2-0-3 40.00%),4 (0.80)
39,"Westhoff, Justin",32y 313d,266 (127-1-138 47.93%),301 (1.13),←,
16,"Wines, Ollie",24y 307d,139 (76-0-63 54.68%),63 (0.45),←,
Totals,Totals,25y 361d,2552 (1254-11-1287 49.14%),1692 (0.66),,
C,"Hinkley, Ken",52y 314d,157 (87-0-70 55.41%),,←,
