Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
17,"Burns, Scott",32y 160d,232 (103-1-128 44.61%),137 (0.59),←,
32,"Cloke, Travis",20y 88d,40 (21-0-19 52.50%),28 (0.70),←,
1,"Davis, Leon",25y 349d,124 (58-0-66 46.77%),154 (1.24),←,
4,"Didak, Alan",24y 106d,107 (59-0-48 55.14%),158 (1.48),←,
25,"Fraser, Josh",25y 147d,146 (78-0-68 53.42%),127 (0.87),←,
38,"Goldsack, Tyson",20y 10d,3 (2-0-1 66.67%),,←,
6,"Holland, Brodie",27y 149d,151 (66-0-85 43.71%),141 (0.93),115 (58-0-57 50.43%),104 (0.90)
26,"Johnson, Ben",26y 57d,145 (77-0-68 53.10%),38 (0.26),←,
24,"Lockyer, Tarkyn",27y 214d,152 (71-0-81 46.71%),84 (0.55),←,
30,"Lumumba, Heritier",20y 198d,23 (14-0-9 60.87%),1 (0.04),←,
27,"Maxwell, Nick",23y 363d,57 (30-0-27 52.63%),11 (0.19),←,
7,"Medhurst, Paul",25y 172d,104 (54-0-50 51.92%),173 (1.66),5 (4-0-1 80.00%),7 (1.40)
11,"OBree, Shane",28y 78d,178 (88-0-90 49.44%),70 (0.39),159 (79-0-80 49.69%),67 (0.42)
10,"Pendlebury, Scott",19y 145d,19 (11-0-8 57.89%),15 (0.79),←,
35,"Prestigiacomo, Simon",29y 121d,189 (80-0-109 42.33%),3 (0.02),←,
21,"Richards, Guy",24y 72d,29 (15-0-14 51.72%),3 (0.10),←,
23,"Rocca, Anthony",29y 290d,217 (105-0-112 48.39%),363 (1.67),195 (94-0-101 48.21%),352 (1.81)
39,"Shaw, Heath",21y 186d,38 (21-0-17 55.26%),10 (0.26),←,
22,"Shaw, Rhyce",25y 228d,70 (36-0-34 51.43%),14 (0.20),←,
36,"Swan, Dane",23y 96d,61 (31-0-30 50.82%),31 (0.51),←,
13,"Thomas, Dale",19y 345d,26 (16-0-10 61.54%),13 (0.50),←,
34,"Toovey, Alan",20y 70d,8 (6-0-2 75.00%),4 (0.50),←,
Totals,Totals,24y 215d,2119 (1042-1-1076 49.17%),1578 (0.74),,
C,"Malthouse, Mick",53y 288d,549 (307-4-238 56.28%),,171 (84-0-87 49.12%),
