Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Brayshaw, Angus",6,2,10,16,,,,5.0,4.0,1.0,3.0,5.0,,2.0,,10.0,6.0,1.0,,1.0,,,89.0
50,"Brown, Ben",10,4,,10,,,,3.0,,5.0,,,1.0,,,4.0,5.0,,,3.0,,,75.0
31,"Fritsch, Bayley",3,3,5,8,1,1.0,,,,4.0,,2.0,,,,5.0,4.0,1.0,1.0,,,2.0,86.0
11,"Gawn, Max",15,5,3,18,,2.0,31.0,2.0,1.0,5.0,4.0,1.0,1.0,,,8.0,10.0,2.0,1.0,5.0,,,87.0
4,"Harmes, James",3,2,12,15,,,,7.0,,2.0,2.0,5.0,1.0,2.0,,7.0,9.0,,,,,,69.0
14,"Hibberd, Michael",8,4,6,14,,,,1.0,4.0,,,,1.0,,,6.0,8.0,,,2.0,,,97.0
29,"Hunt, Jayden",9,1,,9,,1.0,,3.0,2.0,3.0,1.0,2.0,2.0,2.0,,7.0,3.0,,,1.0,,,65.0
6,"Jackson, Luke",2,1,6,8,1,,9.0,,,,,1.0,,,,4.0,4.0,1.0,1.0,1.0,,1.0,67.0
23,"Jordon, James",11,2,10,21,,,,4.0,1.0,3.0,2.0,1.0,1.0,,,9.0,13.0,,,,,1.0,75.0
15,"Langdon, Ed",16,6,8,24,,2.0,,1.0,4.0,2.0,1.0,3.0,1.0,1.0,,7.0,16.0,,,,1.0,,89.0
8,"Lever, Jake",6,6,4,10,,,,3.0,3.0,,,1.0,1.0,,,5.0,6.0,2.0,,7.0,,,100.0
1,"May, Steven",19,9,2,21,,1.0,,,4.0,1.0,,2.0,,1.0,,4.0,11.0,2.0,,6.0,,,100.0
25,"McDonald, Tom",12,8,7,19,3,2.0,2.0,3.0,,1.0,1.0,4.0,1.0,3.0,2.0,8.0,11.0,3.0,3.0,3.0,,2.0,86.0
30,"Neal-Bullen, Alex",5,,6,11,,,,4.0,,4.0,1.0,1.0,1.0,1.0,,8.0,5.0,,,1.0,,1.0,67.0
13,"Oliver, Clayton",14,4,17,31,,1.0,,4.0,3.0,1.0,12.0,4.0,2.0,3.0,1.0,21.0,10.0,1.0,1.0,,,,90.0
5,"Petracca, Christian",22,8,11,33,3,1.0,,6.0,1.0,6.0,7.0,3.0,1.0,1.0,3.0,13.0,20.0,,2.0,,,,91.0
35,"Petty, Harry",10,7,2,12,,,,1.0,3.0,,,,,,,4.0,7.0,1.0,,8.0,,,91.0
36,"Pickett, Kysaiah",6,3,3,9,3,,,9.0,,2.0,1.0,2.0,,,,5.0,4.0,1.0,1.0,,,,74.0
24,"Rivers, Trent",5,1,4,9,,,,,,,,,,,,5.0,4.0,,,2.0,,,62.0
3,"Salem, Christian",21,8,5,26,,,,2.0,8.0,2.0,1.0,3.0,3.0,,,4.0,20.0,,,,,1.0,86.0
9,"Spargo, Charlie",9,4,4,13,1,,,1.0,,2.0,,3.0,1.0,2.0,,4.0,9.0,,1.0,,,,68.0
32,"Sparrow, Tom",,,,,,,,,,,,,,,,,,,,,,,
7,"Viney, Jack",8,,10,18,,,,10.0,1.0,1.0,1.0,5.0,,1.0,,8.0,9.0,,,2.0,,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,88,135,355,12,14.0,42.0,69.0,39.0,45.0,37.0,48.0,18.0,19.0,6.0,156.0,194.0,15.0,11.0,42.0,1.0,8.0,
Opposition,Opposition,198,87,129,327,8,7.0,30.0,61.0,32.0,48.0,33.0,49.0,19.0,18.0,,142.0,169.0,21.0,8.0,48.0,1.0,4.0,
