Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",29y 118d,215 (133-0-82 61.86%),118 (0.55),←,
38,"Baird, John",22y 39d,14 (8-0-6 57.14%),4 (0.29),←,
22,"Burton, Matthew",32y 62d,130 (53-0-77 40.77%),60 (0.46),60 (31-0-29 51.67%),28 (0.47)
23,"Clayton, Shane",23y 269d,101 (53-0-48 52.48%),50 (0.50),83 (51-0-32 61.45%),49 (0.59)
45,"Cochrane, Stuart",24y,43 (20-0-23 46.51%),10 (0.23),←,
2,"Colbert, Leigh",27y 43d,149 (86-1-62 58.05%),62 (0.42),44 (24-0-20 54.55%),12 (0.27)
39,"Harding, Leigh",21y 85d,17 (9-0-8 52.94%),19 (1.12),←,
29,"Harvey, Brent",24y 67d,125 (79-0-46 63.20%),142 (1.14),←,
34,"King, David",30y 135d,192 (123-0-69 64.06%),102 (0.53),←,
35,"Makepeace, Troy",23y 136d,55 (29-0-26 52.73%),12 (0.22),←,
4,"Martyn, Mick",33y 323d,280 (167-1-112 59.82%),16 (0.06),←,
32,"Morrell, Digby",22y 283d,19 (10-0-9 52.63%),19 (1.00),←,
20,"Petrie, Drew",19y 278d,13 (6-0-7 46.15%),4 (0.31),←,
28,"Pickett, Byron",24y 343d,114 (71-0-43 62.28%),69 (0.61),←,
3,"Rawlings, Brady",21y 40d,43 (28-0-15 65.12%),18 (0.42),←,
30,"Robbins, Ben",25y 205d,68 (34-2-32 51.47%),16 (0.24),16 (9-0-7 56.25%),2 (0.13)
26,"Rocca, Saverio",28y 242d,193 (87-2-104 45.60%),597 (3.09),37 (17-0-20 45.95%),83 (2.24)
7,"Simpson, Adam",26y 154d,152 (99-0-53 65.13%),48 (0.32),←,
9,"Sinclair, Jess",23y 328d,76 (25-0-51 32.89%),39 (0.51),26 (12-0-14 46.15%),13 (0.50)
13,"Smith, Dylan",20y 2d,8 (3-0-5 37.50%),1 (0.13),←,
10,"Stevens, Anthony",31y 18d,249 (153-0-96 61.45%),112 (0.45),←,
40,"Teague, David",21y 76d,19 (10-0-9 52.63%),4 (0.21),←,
Totals,Totals,25y 114d,2275 (1286-6-983 56.53%),1522 (0.67),,
C,"Pagan, Denis",54y 299d,233 (147-0-86 63.09%),,←,
