Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Adams, Taylor",5,2,6,11,1,,,4.0,,1.0,2.0,5.0,,2.0,,6.0,6.0,,1.0,,,,60.0
36,"Amartey, Joel",5,4,4,9,2,2.0,,1.0,,3.0,,3.0,1.0,1.0,,4.0,6.0,1.0,3.0,1.0,,,65.0
22,"Blakey, Nick",15,5,5,20,,,,2.0,7.0,1.0,,1.0,1.0,,,4.0,7.0,,,10.0,5.0,,86.0
16,"Campbell, Braeden",10,8,1,11,,,,3.0,1.0,5.0,,,,,,,11.0,,,1.0,,,84.0
7,"Cunningham, Harry",10,5,4,14,,,,1.0,5.0,1.0,,,,,,3.0,10.0,,,2.0,,,79.0
13,"Florent, Oliver",15,3,5,20,,,,2.0,6.0,3.0,3.0,3.0,1.0,1.0,,6.0,11.0,,,,,,91.0
10 ↓,"Francis, Aaron",5,5,4,9,,,,,,,,2.0,,,,2.0,7.0,,,3.0,,,72.0
4,"Grundy, Brodie",7,3,8,15,,,46.0,7.0,1.0,1.0,7.0,5.0,2.0,1.0,,12.0,3.0,,,,,1.0,81.0
21,"Gulden, Errol",20,5,5,25,1,,,7.0,3.0,5.0,2.0,2.0,,,2.0,9.0,14.0,,,,1.0,1.0,97.0
9,"Hayward, Will",7,3,5,12,2,,,6.0,1.0,1.0,3.0,,2.0,,,4.0,7.0,,,,,,81.0
5,"Heeney, Isaac",13,3,10,23,1,,,7.0,1.0,4.0,8.0,4.0,1.0,1.0,,10.0,13.0,,,,,,87.0
17,"Jordon, James",7,4,6,13,,,,2.0,1.0,3.0,,3.0,,,,1.0,11.0,,,,,,87.0
44,"Lloyd, Jake",16,8,5,21,,,,2.0,3.0,1.0,1.0,,3.0,,,4.0,15.0,,,1.0,1.0,,89.0
6,"McDonald, Logan",10,9,5,15,1,1.0,,,,2.0,,5.0,,1.0,,5.0,10.0,2.0,1.0,,,1.0,81.0
27,"McInerney, Justin",12,9,8,20,,,,4.0,5.0,,1.0,1.0,1.0,1.0,,6.0,15.0,1.0,,1.0,,1.0,86.0
2,"McLean, Hayden",5,4,2,7,2,1.0,5.0,2.0,,1.0,,4.0,,1.0,,,6.0,,2.0,3.0,,,79.0
43,"Melican, Lewis",8,5,1,9,,,,6.0,5.0,,1.0,1.0,,,,1.0,7.0,,,4.0,,,85.0
11,"Papley, Tom",10,6,4,14,1,1.0,,1.0,1.0,6.0,,1.0,,1.0,,3.0,11.0,,,1.0,,1.0,83.0
24,"Rampe, Dane",9,2,4,13,,,,2.0,4.0,,,1.0,,,,4.0,8.0,,,6.0,1.0,1.0,80.0
34 ↑,"Roberts, Matt",4,4,,4,,,,,1.0,,,1.0,,,,,4.0,,,,,,9.0
8,"Rowbottom, James",6,3,3,9,,,,10.0,1.0,2.0,1.0,2.0,1.0,,,5.0,5.0,,,1.0,,,83.0
1,"Warner, Chad",13,6,12,25,4,,,4.0,1.0,6.0,4.0,7.0,,2.0,3.0,11.0,14.0,1.0,3.0,,5.0,3.0,79.0
15,"Wicks, Sam",3,1,6,9,1,,,2.0,1.0,,,1.0,1.0,1.0,,5.0,5.0,,1.0,,,1.0,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,107,113,328,16,6.0,51.0,75.0,48.0,46.0,33.0,52.0,14.0,13.0,5.0,105.0,206.0,5.0,11.0,34.0,13.0,10.0,
Opposition,Opposition,222,101,145,367,12,16.0,34.0,54.0,29.0,60.0,38.0,57.0,13.0,14.0,1.0,138.0,230.0,11.0,13.0,54.0,2.0,9.0,
