Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",9,1,5,14,2,1.0,,1.0,,5.0,1.0,1.0,,,,8.0,4.0,,,,,,
14,"Anderson, Brady",2,1,2,4,,,,1.0,,1.0,1.0,1.0,,1.0,,2.0,2.0,1.0,,,,,
11,"Archer, Glenn",7,,3,10,1,,,1.0,,,3.0,1.0,,1.0,,6.0,3.0,,,1.0,,,
26,"Bell, Peter",24,5,4,28,,1.0,,2.0,1.0,5.0,6.0,5.0,2.0,2.0,,11.0,15.0,,1.0,1.0,,,
12,"Blakey, John",14,3,1,15,,,,,2.0,2.0,4.0,,1.0,,,7.0,6.0,2.0,,1.0,,,
16,"Capuano, Mathew",7,3,4,11,1,,14.0,2.0,2.0,1.0,3.0,,1.0,,,8.0,3.0,1.0,,,,,
18,"Carey, Wayne",14,7,4,18,7,1.0,,,1.0,5.0,,1.0,1.0,3.0,2.0,8.0,9.0,2.0,4.0,1.0,,,
23,"Clayton, Shane",5,1,2,7,,,,,,1.0,1.0,1.0,,1.0,,4.0,3.0,,,,,,
6,"Grant, Shannon",11,5,7,18,,,,,2.0,1.0,,1.0,1.0,,,9.0,8.0,1.0,,1.0,,,
29,"Harvey, Brent",19,7,6,25,2,,,,1.0,2.0,7.0,3.0,3.0,1.0,3.0,14.0,10.0,1.0,1.0,2.0,,,
34,"King, David",16,7,2,18,,,,,3.0,1.0,3.0,2.0,1.0,2.0,,5.0,12.0,,,1.0,1.0,,
4,"Martyn, Mick",6,3,2,8,,,5.0,,4.0,,,1.0,1.0,1.0,,3.0,3.0,,,3.0,,,
5,"McCartney, Jason",15,8,2,17,,,,,3.0,2.0,1.0,,1.0,,,7.0,8.0,3.0,,2.0,,,
31,"McKernan, Corey",16,8,5,21,,1.0,12.0,,1.0,7.0,5.0,1.0,1.0,3.0,,13.0,6.0,3.0,1.0,3.0,1.0,,
28,"Pickett, Byron",8,3,2,10,,,1.0,,2.0,2.0,2.0,1.0,,2.0,,3.0,6.0,,,2.0,3.0,,
13,"Pike, Martin",7,3,4,11,,1.0,,2.0,1.0,2.0,2.0,2.0,,,,5.0,6.0,1.0,1.0,,1.0,,
39,"Rawlings, Brady",5,,3,8,,,,,,1.0,1.0,,,,,3.0,3.0,,,,,,
24,"Sholl, Craig",11,5,4,15,,1.0,,,,4.0,,,,1.0,,7.0,8.0,1.0,1.0,1.0,,,
7,"Simpson, Adam",29,7,4,33,,,,2.0,4.0,8.0,9.0,1.0,1.0,1.0,1.0,11.0,20.0,,,1.0,,,
10,"Stevens, Anthony",11,4,6,17,2,,,1.0,,5.0,1.0,2.0,,1.0,,5.0,12.0,,1.0,1.0,,,
38,"Stevens, Danny",3,1,,3,,,,,,2.0,1.0,,,,,1.0,2.0,,,,1.0,,
30,"Welsh, Scott",4,,1,5,,1.0,,2.0,1.0,1.0,1.0,,,,,3.0,1.0,,,3.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,243,82,73,316,15,11.0,32.0,14.0,28.0,58.0,52.0,24.0,14.0,20.0,6.0,143.0,150.0,16.0,10.0,24.0,7.0,,
Opposition,Opposition,212,58,68,280,7,7.0,39.0,13.0,39.0,40.0,51.0,26.0,20.0,14.0,,140.0,116.0,11.0,5.0,20.0,3.0,,
