North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
28,"Bastinac, Ryan",18y 363d,13 (7-0-6 53.85%),3 (0.23),←,
33,"Campbell, Matt",23y 150d,54 (29-1-24 54.63%),56 (1.04),←,
10,"Cunnington, Ben",18y 355d,9 (6-0-3 66.67%),1 (0.11),←,
11,"Firrito, Michael",26y 205d,140 (69-2-69 50.00%),24 (0.17),←,
32,"Garlett, Cruize",21y 106d,10 (6-0-4 60.00%),3 (0.30),←,
22,"Goldstein, Todd",21y 354d,29 (15-1-13 53.45%),14 (0.48),←,
24,"Greenwood, Levi",21y 121d,19 (9-1-9 50.00%),2 (0.11),←,
17,"Grima, Nathan",24y 319d,25 (11-1-13 46.00%),,←,
6,"Hansen, Lachlan",21y 307d,42 (20-1-21 48.81%),21 (0.50),←,
29,"Harvey, Brent",32y 37d,292 (159-3-130 54.97%),334 (1.14),←,
2,"Lower, Ed",22y 362d,37 (22-1-14 60.81%),16 (0.43),←,
1,"McIntosh, Hamish",25y 289d,90 (38-2-50 43.33%),45 (0.50),←,
30,"Pratt, Daniel",27y 91d,104 (51-1-52 49.52%),9 (0.09),101 (50-1-50 50.00%),8 (0.08)
3,"Rawlings, Brady",29y 10d,214 (107-2-105 50.47%),60 (0.28),←,
9,"Swallow, Andrew",23y 18d,75 (33-1-41 44.67%),37 (0.49),←,
12,"Thomas, Lindsay",22y 112d,67 (31-2-34 47.76%),89 (1.33),←,
16,"Thompson, Scott",24y 42d,41 (14-2-25 36.59%),,←,
14,"Urquhart, Gavin",22y 33d,38 (14-0-24 36.84%),1 (0.03),←,
5,"Warren, Ben",21y 129d,18 (8-0-10 44.44%),23 (1.28),←,
8,"Wells, Daniel",25y 137d,142 (72-2-68 51.41%),81 (0.57),←,
19,"Wright, Sam",19y 340d,16 (7-0-9 43.75%),11 (0.69),←,
7,"Ziebell, Jack",19y 112d,23 (11-0-12 47.83%),4 (0.17),←,
Totals,Totals,23y 132d,1498 (739-23-736 49.33%),834 (0.56),,
C,"Scott, Brad",34y 48d,13 (7-0-6 53.85%),,←,
