West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Cox, Dean",9,4,8,17,,1.0,22.0,1.0,,2.0,1.0,2.0,2.0,1.0,,8.0,10.0,2.0,,4.0,,,80.0
27,"Darling, Jack",9,6,,9,2,2.0,,4.0,2.0,3.0,,,2.0,,,6.0,3.0,3.0,1.0,,,,82.0
3,"Gaff, Andrew",16,3,8,24,,,,1.0,5.0,4.0,,1.0,,,,2.0,19.0,,,1.0,,,89.0
23,"Glass, Darren",6,8,7,13,,,,2.0,1.0,,,,2.0,,,4.0,10.0,1.0,,6.0,,,88.0
43,"Hams, Ashton",7,4,6,13,,1.0,,3.0,,3.0,1.0,1.0,3.0,1.0,,7.0,6.0,,,1.0,,1.0,88.0
33,"Hill, Josh",5,3,2,7,1,1.0,,1.0,,2.0,3.0,1.0,,1.0,,6.0,2.0,1.0,,2.0,,1.0,92.0
25,"Hurn, Shannon",5,,2,7,,,,2.0,3.0,,,1.0,,1.0,,2.0,4.0,,,2.0,,,89.0
17,"Kennedy, Josh",8,6,,8,1,3.0,,1.0,,2.0,,2.0,,1.0,,6.0,2.0,4.0,4.0,,,,87.0
4,"Kerr, Daniel",18,5,15,33,1,2.0,,1.0,3.0,2.0,9.0,,3.0,,3.0,14.0,18.0,,1.0,1.0,1.0,,82.0
21 ↓,"Lynch, Quinten",5,2,2,7,,2.0,1.0,,,2.0,,1.0,,,,1.0,6.0,,1.0,1.0,,,68.0
16,"Mackenzie, Eric",18,11,9,27,,,,2.0,3.0,,2.0,6.0,4.0,4.0,2.0,11.0,13.0,3.0,,5.0,,,94.0
7,"Masten, Chris",12,5,8,20,,,,3.0,1.0,3.0,1.0,4.0,1.0,1.0,,7.0,12.0,,,1.0,,1.0,77.0
35 ↑,"McGinnity, Patrick",2,,1,3,,,,2.0,1.0,,1.0,,,,,2.0,1.0,,,,,,20.0
9,"Naitanui, Nic",7,1,8,15,,,26.0,2.0,4.0,3.0,6.0,5.0,4.0,3.0,,11.0,3.0,,,2.0,,,85.0
11,"Priddis, Matt",7,3,13,20,,,,6.0,2.0,3.0,2.0,2.0,2.0,2.0,,12.0,8.0,,,,,,64.0
24,"Rosa, Matt",13,7,6,19,,,,3.0,1.0,3.0,1.0,1.0,1.0,1.0,,8.0,13.0,1.0,,1.0,2.0,,85.0
31,"Schofield, Will",7,4,8,15,,,,2.0,2.0,3.0,,,,,,3.0,12.0,,,4.0,,,91.0
37,"Selwood, Adam",7,4,1,8,,,,,1.0,1.0,1.0,4.0,1.0,1.0,,1.0,8.0,,,2.0,,,91.0
10,"Selwood, Scott",13,2,13,26,,1.0,,3.0,3.0,,7.0,4.0,4.0,2.0,,12.0,13.0,,,3.0,1.0,,89.0
13,"Shuey, Luke",14,5,4,18,,1.0,,6.0,4.0,4.0,4.0,3.0,1.0,1.0,,7.0,11.0,,,,,,78.0
28,"Smith, Ashley",10,1,9,19,,,,1.0,3.0,3.0,,3.0,,1.0,,5.0,14.0,,,3.0,,,77.0
8,"Waters, Beau",15,10,11,26,,,,2.0,6.0,2.0,,4.0,3.0,2.0,,8.0,18.0,,,2.0,1.0,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,7.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,94,141,354,5,21.0,49.0,48.0,45.0,45.0,39.0,45.0,33.0,23.0,5.0,143.0,206.0,15.0,7.0,41.0,5.0,3.0,
Opposition,Opposition,193,72,111,304,5,16.0,26.0,81.0,30.0,56.0,35.0,52.0,23.0,32.0,1.0,130.0,166.0,6.0,5.0,58.0,3.0,1.0,
