Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",21y 29d,67 (34-1-32 51.49%),87 (1.30),←,
3,"Bartel, Jimmy",21y 190d,52 (27-1-24 52.88%),19 (0.37),←,
17,"Byrnes, Shannon",21y 66d,16 (12-0-4 75.00%),8 (0.50),←,
31,"Chambers, Paul",22y 354d,26 (13-0-13 50.00%),3 (0.12),←,
35,"Chapman, Paul",23y 219d,87 (44-1-42 51.15%),99 (1.14),←,
11,"Corey, Joel",23y 115d,92 (46-1-45 50.54%),31 (0.34),←,
19,"Egan, Matthew",21y 337d,3 (2-0-1 66.67%),,←,
44,"Enright, Corey",23y 271d,76 (34-1-41 45.39%),19 (0.25),←,
16,"Gardiner, Charlie",22y 103d,39 (25-0-14 64.10%),17 (0.44),←,
41,"Hunt, Josh",23y 90d,51 (31-0-20 60.78%),5 (0.10),←,
9,"Kelly, James",21y 165d,58 (28-1-29 49.14%),26 (0.45),←,
18,"Kingsley, Kent",26y 259d,101 (56-0-45 55.45%),200 (1.98),89 (45-0-44 50.56%),190 (2.13)
45,"Ling, Cameron",24y 105d,102 (53-2-47 52.94%),48 (0.47),←,
4,"Mackie, Andrew",20y 309d,19 (11-0-8 57.89%),15 (0.79),←,
39,"Milburn, Darren",28y 58d,154 (76-0-78 49.35%),59 (0.38),←,
21,"Mooney, Cameron",25y 259d,91 (51-1-39 56.59%),61 (0.67),80 (41-1-38 51.88%),59 (0.74)
6,"Ottens, Brad",25y 138d,141 (61-0-80 43.26%),172 (1.22),12 (8-0-4 66.67%),20 (1.67)
22,"Playfair, Henry",22y 141d,34 (21-1-12 63.24%),19 (0.56),←,
15,"Riccardi, Peter",32y 177d,271 (152-3-116 56.64%),279 (1.03),←,
33,"Rooke, Max",23y 175d,56 (26-1-29 47.32%),6 (0.11),←,
27,"Sanderson, Brenton",31y 105d,199 (99-3-97 50.50%),34 (0.17),189 (97-3-89 52.12%),29 (0.15)
30,"Scarlett, Matthew",26y 7d,128 (67-1-60 52.73%),11 (0.09),←,
Totals,Totals,24y 84d,1863 (969-18-876 52.01%),1218 (0.65),,
C,"Thompson, Mark",41y 205d,126 (63-2-61 50.79%),,←,
