Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
13,"Ah Chee, Callum",18y 296d,12 (5-0-7 41.67%),9 (0.75),←,
39,"Davis, Ryan",27y 54d,29 (9-0-20 31.03%),15 (0.52),15 (6-0-9 40.00%),11 (0.73)
12,"Day, Sam",23y 329d,94 (29-1-64 31.38%),61 (0.65),←,
41,"Garlett, Jarrod",20y 89d,14 (4-0-10 28.57%),9 (0.64),←,
2,"Grant, Jarrad",27y 25d,90 (43-0-47 47.78%),93 (1.03),9 (1-0-8 11.11%),10 (1.11)
5,"Harbrow, Jarrod",28y 13d,181 (72-2-107 40.33%),51 (0.28),111 (32-1-78 29.28%),30 (0.27)
38,"Joyce, Jesse",18y 349d,8 (3-0-5 37.50%),,←,
28,"Kolodjashnij, Kade",20y 357d,55 (16-1-38 30.00%),10 (0.18),←,
37,"Lonergan, Jesse",21y 260d,46 (12-1-33 27.17%),5 (0.11),←,
19,"Lynch, Tom",23y 274d,98 (28-1-69 29.08%),181 (1.85),←,
7,"Malceski, Nick",31y 351d,210 (125-3-82 60.24%),75 (0.36),34 (9-1-24 27.94%),8 (0.24)
4,"Martin, Jack",21y 184d,40 (13-1-26 33.75%),34 (0.85),←,
32,"Matera, Brandon",24y 142d,87 (26-1-60 30.46%),98 (1.13),←,
17,"May, Steven",24y 203d,84 (28-1-55 33.93%),17 (0.20),←,
11,"Miller, Touk",20y 160d,36 (8-1-27 23.61%),10 (0.28),←,
22,"Nicholls, Tom",24y 149d,44 (15-1-28 35.23%),6 (0.14),←,
3,"Rosa, Matt",29y 251d,179 (90-1-88 50.56%),42 (0.23),11 (3-0-8 27.27%),3 (0.27)
36,"Schoenfeld, Josh",19y 28d,2 (1-0-1 50.00%),,←,
6,"Sexton, Alex",22y 241d,52 (15-0-37 28.85%),30 (0.58),←,
26,"Shaw, Matt",24y 177d,96 (26-1-69 27.60%),32 (0.33),←,
16,"Thompson, Rory",25y 141d,75 (24-1-50 32.67%),7 (0.09),←,
30,"Wright, Peter",19y 327d,16 (3-0-13 18.75%),23 (1.44),←,
Totals,Totals,23y 217d,1548 (595-17-936 38.44%),808 (0.52),,
C,"Eade, Rodney",58y 118d,354 (179-5-170 51.27%),,40 (10-1-29 26.25%),
