Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",29y 301d,118 (75-1-42 63.98%),7 (0.06),100 (68-1-31 68.50%),3 (0.03)
7,"Burgoyne, Peter",27y 99d,160 (94-3-63 59.69%),164 (1.02),←,
25,"Cassisi, Domenic",22y 228d,50 (37-1-12 75.00%),19 (0.38),←,
30,"Chaplin, Troy",19y 74d,4 (2-1-1 62.50%),,←,
18,"Cornes, Kane",22y 123d,76 (54-1-21 71.71%),33 (0.43),←,
17,"Dew, Stuart",25y 263d,143 (84-3-56 59.79%),213 (1.49),←,
33,"Ebert, Brett",21y 171d,23 (13-1-9 58.70%),24 (1.04),←,
13,"Eckermann, Ben",18y 57d,1 (1-0-0 100.00%),,←,
10,"Francou, Josh",30y 274d,140 (72-4-64 52.86%),66 (0.47),←,
5,"Lade, Brendon",28y 302d,131 (77-3-51 59.92%),106 (0.81),←,
22,"Mahoney, Josh",27y 189d,53 (26-0-27 49.06%),32 (0.60),23 (16-0-7 69.57%),22 (0.96)
3,"Montgomery, Brett",31y 341d,170 (109-3-58 65.00%),99 (0.58),110 (69-2-39 63.64%),45 (0.41)
36,"Pettigrew, Michael",20y 53d,7 (4-0-3 57.14%),3 (0.43),←,
15,"Pickett, Byron",27y 270d,162 (107-0-55 66.05%),145 (0.90),42 (33-0-9 78.57%),64 (1.52)
1,"Primus, Matthew",30y 116d,146 (68-3-75 47.60%),74 (0.51),126 (67-3-56 54.37%),69 (0.55)
31,"Salopek, Steven",19y 321d,21 (15-0-6 71.43%),10 (0.48),←,
28,"Thurstans, Toby",24y 267d,40 (28-1-11 71.25%),33 (0.82),←,
16,"Tredrea, Warren",26y 135d,162 (98-2-62 61.11%),364 (2.25),←,
2,"Wakelin, Darryl",30y 270d,209 (119-2-88 57.42%),12 (0.06),94 (66-1-27 70.74%),4 (0.04)
42,"Walsh, Peter",28y 288d,111 (53-1-57 48.20%),32 (0.29),7 (2-1-4 35.71%),1 (0.14)
4,"Wanganeen, Gavin",31y 324d,283 (169-6-108 60.78%),191 (0.67),156 (96-3-57 62.50%),128 (0.82)
21,"Wilson, Michael",28y 168d,141 (77-4-60 56.03%),44 (0.31),←,
Totals,Totals,26y 45d,2351 (1382-40-929 58.78%),1671 (0.71),,
C,"Williams, Mark",46y 260d,150 (94-2-54 63.33%),,←,
