Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
23,"Clarkson, Alastair",28y 356d,119 (50-2-67 42.86%),79 (0.66),26 (8-0-18 30.77%),18 (0.69)
33,"Farmer, Jeff",19y 298d,30 (7-0-23 23.33%),47 (1.57),←,
20,"Febey, Matthew",27y 242d,96 (43-0-53 44.79%),27 (0.28),←,
21,"Febey, Steven",27y 242d,164 (87-0-77 53.05%),22 (0.13),←,
32,"Gaspar, Damien",22y 21d,20 (6-0-14 30.00%),,←,
27,"Ingerson, Anthony",27y 187d,59 (23-0-36 38.98%),36 (0.61),22 (7-0-15 31.82%),11 (0.50)
17,"Lovett, Brett",30y 333d,221 (119-1-101 54.07%),45 (0.20),←,
6,"Lovett, Glenn",27y 269d,115 (51-0-64 44.35%),72 (0.63),←,
3,"Lyon, Garry",29y 217d,201 (112-1-88 55.97%),382 (1.90),←,
35,"McDonald, Anthony",24y 309d,1 (0-0-1 0.00%),,←,
9,"Neitz, David",22y 86d,92 (40-0-52 43.48%),121 (1.32),←,
18,"Nettelbeck, Craig",24y 327d,69 (18-2-49 27.54%),38 (0.55),24 (8-0-16 33.33%),11 (0.46)
14,"Newton, Leigh",21y 24d,2 (0-0-2 0.00%),1 (0.50),←,
4,"Obst, Andrew",32y 242d,135 (68-0-67 50.37%),58 (0.43),←,
28,"Pesch, Nick",22y 297d,33 (14-0-19 42.42%),15 (0.45),2 (0-0-2 0.00%),
16,"Pyman, Robert",25y 194d,25 (12-0-13 48.00%),10 (0.40),4 (1-0-3 25.00%),1 (0.25)
11,"Stynes, Jim",30y 360d,226 (119-1-106 52.88%),125 (0.55),←,
2,"Tingay, Stephen",26y 248d,138 (72-0-66 52.17%),68 (0.49),←,
12,"Viney, Todd",31y 19d,176 (88-1-87 50.28%),63 (0.36),←,
22,"Woewodin, Shane",20y 280d,4 (1-0-3 25.00%),,←,
13,"Yze, Adem",19y 209d,31 (11-0-20 35.48%),14 (0.45),←,
Totals,Totals,25y 348d,1957 (941-8-1008 48.08%),1223 (0.62),,
C,"Balme, Neil",45y 93d,93 (41-0-52 44.09%),,←,
