West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
10,"Braun, Michael",28y 43d,167 (89-2-76 53.89%),53 (0.32),←,
17,"Chick, Daniel",30y 85d,215 (117-4-94 55.35%),196 (0.91),66 (43-2-21 66.67%),37 (0.56)
20,"Cox, Dean",24y 278d,109 (60-1-48 55.50%),53 (0.49),←,
32,"Embley, Andrew",24y 313d,115 (62-1-52 54.35%),120 (1.04),←,
7,"Fletcher, Chad",26y 249d,129 (67-3-59 53.10%),64 (0.50),←,
23,"Glass, Darren",24y 357d,102 (54-2-46 53.92%),6 (0.06),←,
22,"Graham, Jaymie",23y 89d,8 (7-0-1 87.50%),9 (1.13),←,
39,"Hunter, Adam",24y 322d,92 (52-2-38 57.61%),33 (0.36),←,
25,"Hurn, Shannon",18y 244d,2 (1-0-1 50.00%),1 (0.50),←,
38,"Jones, Brett",23y 273d,34 (25-0-9 73.53%),3 (0.09),←,
18,"Jones, Rowan",26y 168d,118 (57-3-58 49.58%),53 (0.45),←,
3,"Judd, Chris",22y 240d,98 (59-2-37 61.22%),96 (0.98),←,
4,"Kerr, Daniel",22y 355d,111 (57-2-52 52.25%),66 (0.59),←,
21,"Lynch, Quinten",23y 102d,62 (40-0-22 64.52%),59 (0.95),←,
24,"Rosa, Matt",19y 164d,8 (5-0-3 62.50%),1 (0.13),←,
28,"Sampi, Ashley",22y 105d,72 (41-2-29 58.33%),91 (1.26),←,
14,"Seaby, Mark",22y 5d,42 (30-0-12 71.43%),30 (0.71),←,
37,"Selwood, Adam",22y 5d,31 (21-0-10 67.74%),11 (0.35),←,
41,"Staker, Brent",21y 348d,52 (33-1-18 64.42%),31 (0.60),←,
5,"Stenglein, Tyson",25y 294d,134 (78-0-56 58.21%),36 (0.27),28 (22-0-6 78.57%),10 (0.36)
44,"Wirrpanda, David",26y 276d,153 (82-3-68 54.58%),66 (0.43),←,
13,"Wooden, Josh",27y 173d,96 (45-0-51 46.88%),18 (0.19),←,
Totals,Totals,24y 88d,1950 (1082-28-840 55.49%),1096 (0.56),,
C,"Worsfold, John",37y 223d,100 (60-2-38 61.00%),,←,
