Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
26,"Brown, Gavin",30y 256d,209 (105-5-99 51.44%),146 (0.70),←,
5,"Buckley, Nathan",25y 317d,118 (46-2-70 39.83%),116 (0.98),98 (42-2-54 43.88%),95 (0.97)
28,"Crosisca, Gavin",29y 266d,213 (116-5-92 55.63%),59 (0.28),←,
39,"Crow, Scott",24y 172d,59 (25-0-34 42.37%),24 (0.41),46 (19-0-27 41.30%),22 (0.48)
9,"Francis, Matthew",27y 283d,53 (21-0-32 39.62%),23 (0.43),34 (17-0-17 50.00%),10 (0.29)
2,"Francis, Tony",29y 68d,136 (73-2-61 54.41%),98 (0.72),←,
11,"Fuller, Brad",19y 304d,10 (5-0-5 50.00%),10 (1.00),←,
43,"Godden, Luke",19y 260d,12 (5-0-7 41.67%),,←,
30,"Kinnear, Ben",19y 101d,3 (1-0-2 33.33%),,←,
33,"Liddell, Chad",21y 138d,25 (11-1-13 46.00%),13 (0.52),←,
1,"Monkhorst, Damian",28y 291d,183 (102-4-77 56.83%),38 (0.21),←,
44,"Osborne, Richard",33y 357d,277 (116-2-159 42.24%),572 (2.06),23 (11-0-12 47.83%),24 (1.04)
6,"Patterson, Stephen",27y 155d,68 (30-1-37 44.85%),64 (0.94),←,
3,"Richardson, Mark",25y 220d,76 (37-1-38 49.34%),54 (0.71),←,
23,"Rocca, Anthony",20y 297d,52 (25-0-27 48.08%),59 (1.13),30 (14-0-16 46.67%),48 (1.60)
36,"Rocca, Saverio",24y 200d,121 (60-2-59 50.41%),430 (3.55),←,
29,"Russell, Scott",28y 32d,178 (97-3-78 55.34%),105 (0.59),←,
12,"Schauble, Andrew",21y 203d,55 (23-0-32 41.82%),9 (0.16),←,
14,"Watson, Shane",24y 111d,119 (57-1-61 48.32%),83 (0.70),←,
22,"Wild, Jason",22y 118d,56 (25-2-29 46.43%),16 (0.29),←,
10,"Williams, Paul",25y 66d,144 (70-2-72 49.31%),180 (1.25),←,
19,"Wright, Graham",30y 2d,193 (110-4-79 58.03%),107 (0.55),←,
Totals,Totals,25y 175d,2360 (1160-37-1163 49.15%),2206 (0.93),,
C,"Shaw, Tony",37y 320d,55 (24-0-31 43.64%),,←,
