Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
3,"Bizzell, Clint",27y 288d,122 (51-1-70 42.21%),79 (0.65),47 (19-0-28 40.43%),7 (0.15)
25,"Brown, Nathan",27y 241d,77 (34-0-43 44.16%),21 (0.27),←,
32,"Bruce, Cameron",24y 194d,87 (42-0-45 48.28%),102 (1.17),←,
36,"Davey, Aaron",20y 306d,3 (2-0-1 66.67%),5 (1.67),←,
30,"Godfrey, Simon",23y 176d,49 (20-0-29 40.82%),7 (0.14),←,
18,"Green, Brad",23y 29d,86 (41-0-45 47.67%),135 (1.57),←,
4,"Holland, Ben",26y 337d,128 (64-0-64 50.00%),126 (0.98),3 (2-0-1 66.67%),2 (0.67)
16,"Johnstone, Travis",23y 269d,88 (40-0-48 45.45%),69 (0.78),←,
11,"Jolly, Darren",22y 157d,44 (18-0-26 40.91%),11 (0.25),←,
23,"McDonald, James",27y 189d,117 (54-0-63 46.15%),34 (0.29),←,
7,"Miller, Brad",20y 280d,23 (8-0-15 34.78%),3 (0.13),←,
9,"Neitz, David",29y 80d,229 (102-0-127 44.54%),438 (1.91),←,
8,"Nicholson, Alistair",26y 38d,76 (37-0-39 48.68%),3 (0.04),←,
28,"Read, Phillip",24y 174d,76 (35-2-39 47.37%),24 (0.32),2 (2-0-0 100.00%),
27,"Rivers, Jared",19y 176d,6 (2-0-4 33.33%),,←,
24,"Robertson, Russell",25y 139d,125 (59-0-66 47.20%),191 (1.53),←,
6,"Thompson, Scott",21y 28d,30 (10-0-20 33.33%),11 (0.37),←,
19,"Vardy, Peter",28y 76d,128 (63-0-65 49.22%),194 (1.52),32 (15-0-17 46.88%),44 (1.38)
31,"Wheatley, Paul",22y 365d,54 (29-0-25 53.70%),22 (0.41),←,
45,"Whelan, Matthew",24y 150d,71 (31-0-40 43.66%),9 (0.13),←,
34,"White, Jeff",27y 52d,164 (77-0-87 46.95%),73 (0.45),132 (64-0-68 48.48%),55 (0.42)
13,"Yze, Adem",26y 203d,190 (82-0-108 43.16%),137 (0.72),←,
Totals,Totals,24y 262d,1973 (901-3-1069 45.67%),1694 (0.86),,
C,"Daniher, Neale",43y 56d,143 (68-0-75 47.55%),,←,
