Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
19,"Bennett, Darren",27y 142d,68 (39-0-29 57.35%),195 (2.87),64 (38-0-26 59.38%),188 (2.94)
15,"Bryce, Paul",23y 323d,69 (31-2-36 46.38%),26 (0.38),21 (9-1-11 45.24%),
44,"Charles, Sean",17y 12d,2 (1-0-1 50.00%),5 (2.50),←,
9,"Cuthbertson, Darren",22y 53d,21 (9-1-11 45.24%),33 (1.57),←,
21,"Febey, Steven",22y 285d,82 (50-0-32 60.98%),13 (0.16),←,
14,"Grinter, Rod",27y 4d,110 (59-1-50 54.09%),34 (0.31),←,
33,"Healy, Greg",26y 257d,129 (65-1-63 50.78%),152 (1.18),←,
16,"Lovell, Andy",21y 307d,47 (23-1-23 50.00%),55 (1.17),←,
17,"Lovett, Brett",26y 10d,130 (78-1-51 60.38%),17 (0.13),←,
6,"Lovett, Glenn",22y 312d,35 (16-0-19 45.71%),13 (0.37),←,
29,"Obst, Andrew",27y 285d,41 (25-0-16 60.98%),15 (0.37),←,
35,"Pickering, Michael",28y 182d,146 (48-1-97 33.22%),170 (1.16),10 (2-1-7 25.00%),10 (1.00)
46,"Robins, Haydn",19y 295d,3 (1-0-2 33.33%),,←,
41,"Rohde, Peter",27y 193d,110 (69-1-40 63.18%),12 (0.11),64 (35-1-28 55.47%),6 (0.09)
5,"Schwarz, David",19y 311d,16 (4-1-11 28.13%),16 (1.00),←,
18,"Stretch, Steven",28y 146d,142 (81-1-60 57.39%),48 (0.34),←,
49,"Stynes, Brian",20y 244d,2 (1-0-1 50.00%),,←,
11,"Stynes, Jim",26y 37d,121 (73-1-47 60.74%),89 (0.74),←,
12,"Viney, Todd",26y 61d,86 (46-1-39 54.07%),43 (0.50),←,
8,"Yeats, Graeme",27y 252d,141 (79-1-61 56.38%),43 (0.30),←,
Totals,Totals,24y 186d,1501 (798-14-689 53.16%),979 (0.65),,
C,"Northey, John",48y 336d,177 (91-1-85 51.69%),,155 (85-1-69 55.16%),
