Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
24,"Blee, Nathan",21y 353d,3 (0-0-3 0.00%),,←,
10,"Boak, Travis",24y 24d,107 (42-0-65 39.25%),54 (0.50),←,
5,"Broadbent, Matthew",22y 24d,54 (14-0-40 25.93%),27 (0.50),←,
27,"Carlile, Alipate",25y 117d,110 (41-0-69 37.27%),4 (0.04),←,
1,"Cassisi, Domenic",29y 338d,202 (99-1-102 49.26%),73 (0.36),←,
18,"Cornes, Kane",29y 233d,244 (121-1-122 49.80%),86 (0.35),←,
7,"Ebert, Brad",22y 145d,97 (33-0-64 34.02%),47 (0.48),21 (5-0-16 23.81%),14 (0.67)
33,"Ebert, Brett",28y 281d,165 (72-1-92 43.94%),238 (1.44),←,
42,"Jonas, Tom",21y 229d,12 (2-0-10 16.67%),,←,
23,"Lobbe, Matthew",23y 195d,22 (4-0-18 18.18%),6 (0.27),←,
44,"Logan, Tom",27y 54d,103 (32-0-71 31.07%),22 (0.21),100 (32-0-68 32.00%),22 (0.22)
35,"McCarthy, John",22y 280d,38 (16-0-22 42.11%),15 (0.39),20 (4-0-16 20.00%),5 (0.25)
6,"Pearce, Danyle",26y 140d,153 (59-0-94 38.56%),75 (0.49),←,
31,"Pfeiffer, Darren",24y 332d,22 (6-0-16 27.27%),6 (0.27),15 (3-0-12 20.00%),2 (0.13)
15,"Rodan, David",28y 322d,175 (62-0-113 35.43%),128 (0.73),110 (43-0-67 39.09%),85 (0.77)
28,"Schulz, Jay",27y 129d,117 (39-2-76 34.19%),160 (1.37),46 (15-0-31 32.61%),102 (2.22)
14,"Stewart, Paul",25y 46d,65 (21-0-44 32.31%),24 (0.37),←,
21,"Thomas, Matt",25y 180d,82 (25-0-57 30.49%),26 (0.32),←,
12,"Trengove, Jackson",21y 297d,60 (14-0-46 23.33%),6 (0.10),←,
39,"Westhoff, Justin",25y 329d,110 (41-0-69 37.27%),144 (1.31),←,
20,"Wingard, Chad",19y 27d,18 (5-0-13 27.78%),8 (0.44),←,
40,"Young, Aaron",19y 263d,11 (1-0-10 9.09%),3 (0.27),←,
Totals,Totals,24y 264d,1970 (749-5-1216 38.02%),1152 (0.58),,
C,"Hocking, Garry",44y 15d,3 (0-0-3 0.00%),,←,
