Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Brayshaw, Angus",4,3.0,4.0,8,1.0,,,2.0,2.0,,1.0,1.0,,1.0,,1,7,,1.0,1.0,,,84.0
18,"Cross, Daniel",6,5.0,13.0,19,,,4.0,,3.0,,2.0,,1.0,,,10,10,1.0,,2.0,,,92.0
6,"Dawes, Chris",15,7.0,4.0,19,3.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,,11,8,2.0,2.0,,,,94.0
14,"Dunn, Lynden",9,4.0,6.0,15,,,,2.0,3.0,3.0,1.0,3.0,1.0,2.0,,6,8,1.0,,7.0,2.0,,90.0
20,"Garland, Colin",7,2.0,2.0,9,,,,1.0,2.0,2.0,1.0,1.0,,,,2,7,,,2.0,,,86.0
36,"Garlett, Jeff",4,1.0,,4,1.0,1.0,,1.0,,,,3.0,1.0,1.0,,2,3,,,,,1.0,92.0
11,"Gawn, Max",6,3.0,6.0,12,1.0,,28.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,,7,3,3.0,1.0,3.0,,,82.0
31,"Grimes, Jack",9,4.0,5.0,14,,,,1.0,2.0,4.0,,,1.0,,,2,12,,,,,1.0,79.0
43 ↓,"Harmes, James",6,2.0,2.0,8,,1.0,,2.0,1.0,3.0,1.0,3.0,1.0,2.0,,2,6,,,,,,60.0
1,"Hogan, Jesse",11,9.0,4.0,15,4.0,1.0,,2.0,1.0,2.0,,,1.0,,,8,6,3.0,3.0,1.0,,2.0,93.0
38,"Howe, Jeremy",8,5.0,5.0,13,,,,2.0,3.0,1.0,,,,,,3,9,2.0,,3.0,,,79.0
39,"Jetta, Neville",4,1.0,4.0,8,,,,1.0,2.0,,,2.0,3.0,1.0,,3,5,,,1.0,,,87.0
45,"Jones, Matt",9,6.0,6.0,15,,,,2.0,3.0,2.0,2.0,1.0,1.0,,,4,11,,1.0,,,,78.0
2,"Jones, Nathan",6,,6.0,12,1.0,,,4.0,,2.0,5.0,3.0,3.0,3.0,,8,5,,,1.0,,,86.0
8,"Lumumba, Heritier",5,2.0,2.0,7,,,1.0,4.0,3.0,2.0,,2.0,,1.0,,1,7,,,2.0,3.0,1.0,88.0
25,"McDonald, Tom",12,4.0,3.0,15,,,,1.0,4.0,2.0,1.0,3.0,,1.0,,6,8,1.0,,8.0,,,99.0
22,"Michie, Viv",8,4.0,5.0,13,,1.0,,1.0,,4.0,1.0,1.0,,,,6,8,1.0,1.0,3.0,,1.0,72.0
30 ↑,"Neal-Bullen, Alex",3,1.0,1.0,4,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,3,1,1.0,,,,,25.0
12,"Tyson, Dom",8,1.0,16.0,24,,1.0,1.0,4.0,2.0,4.0,7.0,2.0,,,,10,15,,,,,2.0,84.0
23,"Vince, Bernie",8,1.0,6.0,14,,,,7.0,1.0,1.0,4.0,3.0,,2.0,,6,8,,,,1.0,,86.0
7,"Viney, Jack",10,1.0,13.0,23,1.0,,,9.0,3.0,1.0,9.0,,1.0,,,14,8,,,2.0,,,79.0
4,"Watts, Jack",7,6.0,3.0,10,1.0,,,,,3.0,,4.0,1.0,,,4,6,1.0,1.0,,,,84.0
Totals,Totals,165,72.0,116.0,281,14.0,8.0,38.0,50.0,37.0,43.0,40.0,37.0,20.0,18.0,,119,161,16.0,10.0,36.0,6.0,8.0,
Opposition,Opposition,210,98.0,157.0,367,19.0,13.0,52.0,59.0,28.0,63.0,37.0,40.0,18.0,20.0,6.0,130,237,14.0,16.0,27.0,23.0,13.0,
