Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Atkins, Tom",13,5,3,16,,,,2.0,1.0,2.0,3.0,1.0,1.0,,,5.0,11.0,,,3.0,,,82.0
24,"Bews, Jed",8,4,5,13,1,,,4.0,,2.0,,3.0,2.0,1.0,,3.0,10.0,,1.0,,,,83.0
46,"Blicavs, Mark",3,1,7,10,,,8.0,,,,2.0,,1.0,,,7.0,4.0,,,5.0,,,82.0
45,"Close, Brad",7,7,8,15,,1.0,,3.0,,3.0,,,,,,2.0,13.0,,1.0,1.0,,2.0,83.0
35,"Dangerfield, Patrick",11,4,7,18,,,,7.0,1.0,4.0,5.0,5.0,2.0,3.0,,12.0,6.0,1.0,,2.0,,,77.0
29,"Guthrie, Cameron",13,5,15,28,,,,5.0,2.0,1.0,7.0,3.0,,1.0,,13.0,16.0,,,1.0,,,79.0
26,"Hawkins, Tom",12,6,2,14,,,3.0,3.0,,5.0,1.0,6.0,1.0,2.0,,10.0,3.0,3.0,,2.0,,,93.0
25,"Henderson, Lachie",17,11,3,20,,,,,4.0,2.0,1.0,1.0,2.0,1.0,,3.0,14.0,,,4.0,,,100.0
38,"Henry, Jack",7,5,2,9,,,,1.0,1.0,,1.0,3.0,,3.0,,2.0,8.0,1.0,,5.0,,,92.0
4,"Higgins, Shaun",13,7,12,25,1,,,3.0,,5.0,,3.0,,,,3.0,21.0,,2.0,,,1.0,85.0
9,"Holmes, Max",5,1,7,12,1,2.0,,3.0,1.0,2.0,1.0,1.0,,1.0,,5.0,7.0,,,1.0,,1.0,73.0
8,"Kolodjashnij, Jake",8,4,6,14,,,,,2.0,2.0,,4.0,1.0,,,4.0,10.0,,,3.0,,,87.0
27,"Menegola, Sam",16,4,8,24,,,,1.0,2.0,4.0,1.0,4.0,,,,6.0,17.0,,,1.0,,,88.0
32,"Miers, Gryan",11,5,8,19,,,,,,4.0,,3.0,,,,4.0,16.0,,,,,,86.0
19,"Narkle, Quinton",,,,,,,,,,,,,,,,,,,,,,,
42,"OConnor, Mark",8,1,5,13,,,,4.0,,2.0,4.0,4.0,,2.0,,7.0,7.0,,,1.0,,1.0,80.0
3,"Parfitt, Brandan",11,,5,16,1,,,7.0,,4.0,,2.0,3.0,1.0,,8.0,9.0,,,2.0,,2.0,61.0
17,"Ratugolea, Esava",5,3,2,7,1,1.0,2.0,2.0,,1.0,,1.0,,,,4.0,3.0,1.0,2.0,,,,80.0
23,"Rohan, Gary",9,7,2,11,1,3.0,,1.0,1.0,1.0,,1.0,2.0,1.0,,5.0,6.0,2.0,4.0,,,,83.0
7,"Smith, Isaac",10,4,9,19,1,,,2.0,6.0,2.0,,1.0,,,,4.0,11.0,1.0,,,2.0,1.0,76.0
1,"Stanley, Rhys",8,4,6,14,1,,14.0,3.0,1.0,5.0,2.0,7.0,1.0,3.0,,5.0,10.0,,,3.0,,,66.0
44,"Stewart, Tom",21,12,4,25,,,,,7.0,3.0,,,,,1.0,6.0,15.0,2.0,,5.0,,,84.0
2,"Tuohy, Zach",16,8,8,24,2,,,,4.0,2.0,,2.0,2.0,1.0,2.0,7.0,14.0,1.0,2.0,1.0,,,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,232,108,134,366,10,10.0,27.0,51.0,33.0,56.0,28.0,55.0,18.0,20.0,3.0,125.0,231.0,12.0,12.0,40.0,2.0,8.0,
Opposition,Opposition,207,89,155,362,5,14.0,18.0,53.0,46.0,38.0,28.0,64.0,21.0,18.0,3.0,118.0,229.0,9.0,10.0,48.0,4.0,4.0,
