St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
20,"Armitage, David",27y 40d,123 (51-1-71 41.87%),77 (0.63),←,
27,"Bruce, Josh",23y 48d,40 (9-0-31 22.50%),48 (1.20),26 (8-0-18 30.77%),45 (1.73)
24,"Dempster, Sean",31y 187d,198 (98-3-97 50.25%),20 (0.10),144 (63-3-78 44.79%),12 (0.08)
7,"Dunstan, Luke",20y 178d,31 (10-0-21 32.26%),20 (0.65),←,
25,"Fisher, Sam",33y 16d,210 (119-4-87 57.62%),22 (0.10),←,
14,"Geary, Jarryn",27y 33d,114 (63-0-51 55.26%),20 (0.18),←,
19,"Gilbert, Sam",28y 341d,152 (89-4-59 59.87%),29 (0.19),←,
33,"Goddard, Hugh",18y 336d,2 (1-0-1 50.00%),,←,
18,"Longer, Billy",22y 75d,41 (9-0-32 21.95%),2 (0.05),32 (7-0-25 21.88%),2 (0.06)
37,"Lonie, Jack",18y 347d,15 (6-0-9 40.00%),11 (0.73),←,
32,"McCartin, Paddy",19y 98d,4 (1-0-3 25.00%),2 (0.50),←,
11,"Montagna, Leigh",31y 266d,243 (131-4-108 54.73%),143 (0.59),←,
16,"Newnes, Jack",22y 152d,63 (19-0-44 30.16%),8 (0.13),←,
12,"Riewoldt, Nick",32y 282d,293 (146-5-142 50.68%),643 (2.19),←,
17,"Roberton, Dylan",24y 35d,79 (34-0-45 43.04%),11 (0.14),42 (12-0-30 28.57%),6 (0.14)
5,"Savage, Shane",24y 202d,85 (49-0-36 57.65%),49 (0.58),29 (8-0-21 27.59%),12 (0.41)
13,"Schneider, Adam",31y 75d,226 (132-3-91 59.07%),257 (1.14),128 (72-2-54 57.03%),158 (1.23)
40,"Sinclair, Jack",20y 164d,14 (5-0-9 35.71%),15 (1.07),←,
3,"Steven, Jack",25y 120d,106 (40-1-65 38.21%),72 (0.68),←,
4,"Templeton, Eli",19y 341d,11 (4-0-7 36.36%),5 (0.45),←,
29,"Webster, Jimmy",22y 28d,34 (9-0-25 26.47%),2 (0.06),←,
44,"Weller, Maverick",23y 163d,62 (13-0-49 20.97%),18 (0.29),30 (7-0-23 23.33%),15 (0.50)
Totals,Totals,24y 343d,2146 (1038-25-1083 48.37%),1474 (0.69),,
C,"Richardson, Alan",50y 70d,39 (10-0-29 25.64%),,38 (10-0-28 26.32%),
