Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",28y 89d,229 (129-2-98 56.77%),301 (1.31),37 (5-0-32 13.51%),39 (1.05)
31,"Allen, Jackson",19y 119d,1 (1-0-0 100.00%),,←,
11,"Bennell, Harley",19y 314d,33 (4-0-29 12.12%),39 (1.18),←,
3,"Brennan, Jared",28y 14d,157 (60-3-94 39.17%),93 (0.59),38 (5-0-33 13.16%),18 (0.47)
30,"Brown, Campbell",28y 349d,189 (78-1-110 41.53%),81 (0.43),30 (3-0-27 10.00%),17 (0.57)
28,"Caddy, Josh",19y 318d,21 (2-0-19 9.52%),14 (0.67),←,
23,"Dixon, Charlie",21y 323d,20 (4-0-16 20.00%),9 (0.45),←,
33,"Hall, Aaron",21y 276d,8 (2-0-6 25.00%),8 (1.00),←,
5,"Harbrow, Jarrod",24y 24d,102 (45-1-56 44.61%),26 (0.25),32 (5-0-27 15.63%),5 (0.16)
29,"Hine, Taylor",20y 200d,6 (1-0-5 16.67%),1 (0.17),←,
42,"Horsley, Kyal",24y 344d,10 (1-0-9 10.00%),2 (0.20),←,
19,"Lynch, Tom",19y 285d,27 (3-0-24 11.11%),22 (0.81),←,
32,"Matera, Brandon",20y 153d,26 (4-0-22 15.38%),25 (0.96),←,
45,"May, Steven",20y 214d,14 (1-0-13 7.14%),,←,
18,"McKenzie, Trent",20y 130d,37 (5-0-32 13.51%),16 (0.43),←,
43,"Patrick, Liam",24y 160d,11 (3-0-8 27.27%),6 (0.55),←,
26,"Shaw, Matt",20y 188d,31 (4-0-27 12.90%),11 (0.35),←,
25,"Stanley, Danny",24y 175d,37 (6-0-31 16.22%),21 (0.57),32 (5-0-27 15.63%),21 (0.66)
24,"Swallow, David",19y 266d,33 (5-0-28 15.15%),19 (0.58),←,
21,"Taylor, Jeremy",20y 55d,8 (1-0-7 12.50%),,←,
14,"Warnock, Matthew",28y 130d,74 (13-1-60 18.24%),1 (0.01),19 (2-0-17 10.53%),
4,"Weller, Maverick",20y 180d,25 (3-0-22 12.00%),2 (0.08),←,
Totals,Totals,22y 212d,1099 (375-8-716 34.12%),697 (0.63),,
C,"McKenna, Guy",43y 92d,41 (5-0-36 12.20%),,←,
