Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
44,"Bandy, Daniel",24y 213d,81 (31-0-50 38.27%),63 (0.78),←,
40,"Bootsma, Brad",27y 171d,7 (3-0-4 42.86%),1 (0.14),←,
30,"Brown, Leigh",18y 116d,15 (6-0-9 40.00%),,←,
10,"Cook, Troy",23y 311d,58 (30-0-28 51.72%),18 (0.31),15 (6-0-9 40.00%),7 (0.47)
12,"Dodd, Brad",23y 87d,41 (14-0-27 34.15%),17 (0.41),←,
18,"Fewster, Brendon",26y 166d,46 (22-0-24 47.83%),35 (0.76),13 (6-0-7 46.15%),8 (0.62)
2,"Fletcher, Adrian",30y 252d,203 (87-2-114 43.35%),90 (0.44),51 (16-0-35 31.37%),17 (0.33)
3,"Harding, Greg",23y 275d,66 (26-0-40 39.39%),3 (0.05),←,
4,"Hasleby, Paul",19y 6d,15 (6-0-9 40.00%),12 (0.80),←,
17,"Holland, Brodie",20y 167d,32 (7-0-25 21.88%),32 (1.00),←,
28,"Koops, Steven",21y 330d,29 (10-0-19 34.48%),25 (0.86),←,
21,"Longmuir, Troy",21y 24d,32 (11-0-21 34.38%),10 (0.31),15 (6-0-9 40.00%),7 (0.47)
8,"McManus, Shaun",24y 130d,73 (24-0-49 32.88%),40 (0.55),←,
16,"Michael, Clem",23y 338d,36 (14-0-22 38.89%),10 (0.28),←,
6,"Modra, Tony",31y 109d,148 (64-1-83 43.58%),548 (3.70),30 (9-0-21 30.00%),108 (3.60)
25,"Norrish, Jason",28y 144d,109 (42-0-67 38.53%),20 (0.18),89 (30-0-59 33.71%),18 (0.20)
23,"Parker, Shane",27y 121d,103 (36-0-67 34.95%),7 (0.07),←,
29,"Pavlich, Matthew",18y 170d,11 (4-0-7 36.36%),12 (1.09),←,
27,"Schell, Daniel",20y 150d,1 (1-0-0 100.00%),1 (1.00),←,
1,"Toia, Luke",22y 208d,59 (23-0-36 38.98%),32 (0.54),←,
19,"Walker, James",21y 155d,28 (8-0-20 28.57%),2 (0.07),←,
26,"Waterhouse, Clive",25y 361d,78 (27-0-51 34.62%),139 (1.78),←,
Totals,Totals,23y 315d,1271 (496-3-772 39.02%),1117 (0.88),,
C,"Drum, Damian",39y 326d,37 (11-0-26 29.73%),,←,
