Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
12,"Astbury, David",27y 69d,92 (44-2-46 48.91%),8 (0.09),←,
35,"Broad, Nathan",25y 21d,15 (13-0-2 86.67%),,←,
7,"Butler, Dan",21y 337d,30 (23-0-7 76.67%),37 (1.23),←,
22,"Caddy, Josh",25y 220d,122 (72-1-49 59.43%),109 (0.89),27 (20-0-7 74.07%),33 (1.22)
11,"Castagna, Jason",21y 298d,37 (25-0-12 67.57%),41 (1.11),←,
30,"Conca, Reece",25y 267d,93 (50-1-42 54.30%),22 (0.24),←,
10,"Edwards, Shane",29y 193d,214 (100-5-109 47.90%),142 (0.66),←,
34,"Graham, Jack",20y 70d,11 (10-0-1 90.91%),6 (0.55),←,
2,"Grimes, Dylan",26y 294d,111 (67-0-44 60.36%),3 (0.03),←,
28,"Higgins, Jack",19y 48d,4 (4-0-0 100.00%),8 (2.00),←,
14,"Houli, Bachar",29y 359d,176 (91-3-82 52.56%),39 (0.22),150 (81-2-67 54.67%),30 (0.20)
23,"Lambert, Kane",26y 161d,59 (37-0-22 62.71%),35 (0.59),←,
27,"Lloyd, Sam",28y 64d,53 (27-0-26 50.94%),68 (1.28),←,
4,"Martin, Dustin",26y 314d,185 (96-2-87 52.43%),200 (1.08),←,
33,"McIntosh, Kamdyn",24y 33d,60 (39-0-21 65.00%),14 (0.23),←,
25,"Nankervis, Toby",23y 267d,43 (31-0-12 72.09%),15 (0.35),31 (24-0-7 77.42%),12 (0.39)
3,"Prestia, Dion",25y 206d,121 (47-0-74 38.84%),38 (0.31),26 (21-0-5 80.77%),8 (0.31)
18,"Rance, Alex",28y 209d,182 (92-2-88 51.10%),9 (0.05),←,
8,"Riewoldt, Jack",29y 187d,232 (111-4-117 48.71%),554 (2.39),←,
15,"Short, Jayden",22y 102d,39 (22-0-17 56.41%),9 (0.23),←,
21,"Townsend, Jacob",24y 320d,43 (16-0-27 37.21%),30 (0.70),15 (12-0-3 80.00%),26 (1.73)
1,"Vlastuin, Nick",24y 17d,101 (61-0-40 60.40%),20 (0.20),←,
Totals,Totals,25y 118d,2023 (1078-20-925 53.29%),1407 (0.70),,
C,"Hardwick, Damien",45y 261d,189 (98-2-89 52.38%),,←,
