Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bond, Chris",29y 209d,143 (65-1-77 45.80%),44 (0.31),21 (7-0-14 33.33%),4 (0.19)
24,"Burton, Matthew",28y 96d,62 (22-0-40 35.48%),27 (0.44),←,
42,"Callaghan, Craig",22y 167d,69 (22-0-47 31.88%),52 (0.75),←,
46,"Carroll, Trent",20y 117d,18 (5-0-13 27.78%),1 (0.06),←,
13,"Chisholm, Scott",25y 87d,62 (24-0-38 38.71%),23 (0.37),←,
31,"Clement, James",21y 353d,53 (19-0-34 35.85%),32 (0.60),←,
12,"Dodd, Brad",21y 153d,19 (7-0-12 36.84%),9 (0.47),←,
2,"Fletcher, Adrian",28y 317d,167 (76-2-89 46.11%),81 (0.49),15 (5-0-10 33.33%),8 (0.53)
37,"Gale, Mark",22y 108d,42 (15-0-27 35.71%),9 (0.21),←,
17,"Holland, Brodie",18y 232d,11 (2-0-9 18.18%),10 (0.91),←,
14,"Hunter, Kingsley",23y 88d,40 (14-0-26 35.00%),84 (2.10),←,
11,"Kickett, Dale",30y 111d,126 (54-0-72 42.86%),54 (0.43),80 (31-0-49 38.75%),14 (0.17)
28,"Koops, Steven",20y 30d,15 (4-0-11 26.67%),14 (0.93),←,
43,"McGovern, Andrew",30y 138d,82 (29-1-52 35.98%),9 (0.11),62 (25-0-37 40.32%),2 (0.03)
25,"Norrish, Jason",26y 209d,83 (35-0-48 42.17%),12 (0.14),63 (23-0-40 36.51%),10 (0.16)
10,"OReilly, Stephen",25y 287d,116 (50-0-66 43.10%),13 (0.11),80 (29-0-51 36.25%),8 (0.10)
5,"Parker, Daniel",24y 90d,22 (8-0-14 36.36%),18 (0.82),←,
23,"Parker, Shane",25y 186d,66 (25-0-41 37.88%),5 (0.08),←,
15,"Sinclair, Jess",19y 362d,28 (9-0-19 32.14%),14 (0.50),←,
40,"Walker, James",19y 220d,3 (0-0-3 0.00%),1 (0.33),←,
26,"Waterhouse, Clive",24y 61d,41 (17-0-24 41.46%),59 (1.44),←,
4,"Wills, Andrew",26y 232d,127 (68-0-59 53.54%),112 (0.88),68 (28-0-40 41.18%),69 (1.01)
Totals,Totals,24y 125d,1395 (570-4-821 40.86%),683 (0.49),,
C,"Neesham, Gerard",43y 255d,87 (32-0-55 36.78%),,←,
