Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",11,4,12,23,,1.0,,6.0,,6.0,3.0,1.0,5.0,1.0,,14.0,12.0,,1.0,3.0,,,95.0
37,"Bennell, Harley",8,1,9,17,1,,1.0,5.0,,2.0,2.0,2.0,,,,8.0,10.0,,1.0,1.0,,,84.0
44,"Bock, Nathan",10,6,12,22,,,,2.0,5.0,,,3.0,,2.0,,5.0,17.0,1.0,,6.0,1.0,,92.0
3,"Brennan, Jared",7,1,3,10,,1.0,,3.0,,1.0,,8.0,2.0,4.0,,6.0,3.0,,,1.0,,1.0,91.0
30,"Brown, Campbell",5,2,7,12,,,,1.0,,,1.0,3.0,1.0,1.0,,7.0,5.0,,,6.0,,,89.0
23,"Dixon, Charlie",6,2,1,7,2,2.0,,2.0,,1.0,,3.0,1.0,1.0,,3.0,4.0,,1.0,1.0,,,92.0
17,"Fraser, Josh",7,2,6,13,1,1.0,17.0,,1.0,2.0,3.0,2.0,,1.0,,2.0,10.0,,,1.0,,,78.0
5,"Harbrow, Jarrod",12,1,7,19,,,,,3.0,,1.0,2.0,,1.0,,5.0,12.0,,,3.0,2.0,,86.0
21,"Harris, Daniel",10,7,20,30,1,,,,2.0,2.0,9.0,1.0,,,,13.0,17.0,,,3.0,,,83.0
7,"Hunt, Karmichael",2,,3,5,,,,2.0,2.0,,,2.0,1.0,1.0,,3.0,2.0,,,5.0,,,83.0
14 ↓,"Krakouer, Nathan",6,,2,8,,,,1.0,2.0,3.0,,1.0,1.0,,,4.0,4.0,,,2.0,,,36.0
1,"Lock, Marc",6,2,2,8,,,,,2.0,1.0,1.0,3.0,1.0,,,5.0,2.0,,,4.0,,,79.0
6,"Magin, Alik",5,,8,13,,,,1.0,,2.0,,4.0,1.0,2.0,,8.0,5.0,,,,,1.0,87.0
32,"Matera, Brandon",11,2,3,14,1,,,3.0,,9.0,,2.0,1.0,,,1.0,14.0,,,1.0,2.0,1.0,87.0
18,"McKenzie, Trent",10,4,6,16,,,1.0,6.0,5.0,2.0,1.0,1.0,,1.0,,4.0,10.0,1.0,,1.0,,,78.0
41,"Prestia, Dion",6,1,9,15,,,,5.0,1.0,1.0,2.0,2.0,1.0,,,4.0,12.0,,,1.0,,,76.0
35,"Rischitelli, Michael",15,8,16,31,,,,5.0,3.0,5.0,6.0,1.0,,1.0,,10.0,20.0,,,2.0,,1.0,83.0
2,"Smith, Zac",8,7,8,16,,3.0,14.0,2.0,,,2.0,2.0,1.0,2.0,,8.0,8.0,2.0,1.0,6.0,,,90.0
25,"Stanley, Danny",6,,7,13,1,1.0,,5.0,,1.0,3.0,,2.0,,,9.0,5.0,,,2.0,,,93.0
24,"Swallow, David",5,2,12,17,,,,4.0,,3.0,5.0,4.0,,1.0,,10.0,9.0,,,2.0,,,86.0
48,"Tape, Seb",9,8,2,11,,,,3.0,3.0,,,3.0,,1.0,,2.0,10.0,1.0,,4.0,,,86.0
20 ↑,"Toy, Josh",9,6,3,12,,,,1.0,3.0,,,1.0,1.0,1.0,,2.0,9.0,,,2.0,,,48.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,174,66,158,332,7,10.0,33.0,57.0,32.0,41.0,39.0,51.0,19.0,21.0,,133.0,200.0,5.0,4.0,57.0,5.0,4.0,
Opposition,Opposition,268,123,171,439,26,15.0,47.0,53.0,30.0,63.0,39.0,40.0,21.0,19.0,6.0,161.0,279.0,8.0,20.0,48.0,10.0,20.0,
