Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
5,"Buckley, Nathan",26y 299d,129 (48-2-79 37.98%),127 (0.98),109 (44-2-63 41.28%),106 (0.97)
17,"Burns, Scott",24y 149d,77 (29-1-47 38.31%),32 (0.42),←,
39,"Crow, Scott",25y 154d,73 (27-0-46 36.99%),36 (0.49),60 (21-0-39 35.00%),34 (0.57)
19,"Davis, Nick",19y 52d,7 (1-0-6 14.29%),2 (0.29),←,
9,"Freeborn, Glenn",26y 104d,64 (39-0-25 60.94%),32 (0.50),9 (1-0-8 11.11%),5 (0.56)
43,"Godden, Luke",20y 242d,29 (8-0-21 27.59%),,←,
38,"Jacotine, Craig",18y 334d,5 (1-0-4 20.00%),4 (0.80),←,
40,"King, Clinton",21y 58d,24 (8-0-16 33.33%),12 (0.50),15 (3-0-12 20.00%),8 (0.53)
30,"Kinnear, Ben",20y 83d,8 (2-0-6 25.00%),,←,
32,"Licuria, Paul",21y 137d,17 (3-0-14 17.65%),8 (0.47),7 (1-0-6 14.29%),6 (0.86)
24,"Lockyer, Tarkyn",19y 203d,2 (1-0-1 50.00%),,←,
48,"Michael, Mal",21y 331d,33 (13-0-20 39.39%),3 (0.09),←,
1,"Monkhorst, Damian",29y 273d,196 (105-4-87 54.59%),45 (0.23),←,
34,"Oborne, Brad",18y 336d,4 (1-0-3 25.00%),4 (1.00),←,
2,"Orchard, Mark",23y 49d,62 (30-1-31 49.19%),10 (0.16),21 (6-1-14 30.95%),5 (0.24)
6,"Patterson, Stephen",28y 137d,86 (33-1-52 38.95%),81 (0.94),←,
35,"Prestigiacomo, Simon",21y 110d,35 (11-0-24 31.43%),2 (0.06),←,
23,"Rocca, Anthony",21y 279d,65 (27-0-38 41.54%),74 (1.14),43 (16-0-27 37.21%),63 (1.47)
12,"Schauble, Andrew",22y 185d,72 (26-0-46 36.11%),10 (0.14),←,
44,"Scotland, Heath",18y 304d,7 (1-0-6 14.29%),,←,
20,"Tarrant, Chris",18y 245d,16 (5-0-11 31.25%),5 (0.31),←,
10,"Williams, Paul",26y 48d,160 (73-2-85 46.25%),192 (1.20),←,
Totals,Totals,22y 187d,1171 (492-11-668 42.02%),679 (0.58),,
C,"Shaw, Tony",38y 302d,75 (27-0-48 36.00%),,←,
