Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
30,"Ackland, Cain",19y 100d,12 (8-0-4 66.67%),3 (0.25),←,
7,"Burgoyne, Peter",23y 146d,77 (34-2-41 45.45%),73 (0.95),←,
25,"Carr, Josh",21y 56d,26 (14-1-11 55.77%),12 (0.46),←,
12,"Cockatoo-Collins, Che",26y 111d,111 (62-3-46 57.21%),158 (1.42),26 (15-0-11 57.69%),49 (1.88)
35,"Cornes, Chad",21y 224d,39 (18-1-20 47.44%),33 (0.85),←,
39,"Cornes, Kane",18y 170d,3 (1-0-2 33.33%),,←,
17,"Dew, Stuart",21y 310d,64 (29-2-33 46.88%),84 (1.31),←,
8,"Francis, Fabian",27y 243d,97 (43-2-52 45.36%),48 (0.49),74 (36-2-36 50.00%),31 (0.42)
10,"Francou, Josh",26y 321d,96 (44-3-49 47.40%),49 (0.51),←,
38,"James, Roger",25y 246d,65 (31-2-32 49.23%),45 (0.69),←,
29,"Kingsley, Adam",25y 308d,84 (40-2-42 48.81%),19 (0.23),←,
33,"Mead, Darren",30y 87d,98 (45-3-50 47.45%),7 (0.07),←,
3,"Montgomery, Brett",28y 23d,94 (55-2-37 59.57%),73 (0.78),34 (15-1-18 45.59%),19 (0.56)
14,"Paxman, Stephen",30y 202d,197 (65-2-130 33.50%),32 (0.16),95 (43-2-50 46.32%),14 (0.15)
27,"Poulton, Jared",24y 64d,29 (11-1-17 39.66%),7 (0.24),←,
1,"Primus, Matthew",26y 163d,94 (35-2-57 38.30%),29 (0.31),74 (34-2-38 47.30%),24 (0.32)
6,"Schofield, Jarrad",26y 145d,114 (63-1-50 55.70%),78 (0.68),51 (24-1-26 48.04%),44 (0.86)
11,"Steinberner, Nathan",24y 105d,18 (8-1-9 47.22%),3 (0.17),←,
36,"Stevens, Nick",21y 172d,69 (32-2-35 47.83%),43 (0.62),←,
16,"Tredrea, Warren",22y 182d,70 (32-1-37 46.43%),125 (1.79),←,
2,"Wakelin, Darryl",26y 317d,127 (61-1-65 48.43%),8 (0.06),12 (8-0-4 66.67%),
4,"Wanganeen, Gavin",28y 6d,200 (110-5-85 56.25%),124 (0.62),73 (37-2-34 52.05%),61 (0.84)
Totals,Totals,24y 318d,1784 (841-39-904 47.14%),1053 (0.59),,
C,"Williams, Mark",42y 307d,57 (27-1-29 48.25%),,←,
