Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
5,"Buckley, Nathan",33y 348d,267 (110-2-155 41.57%),273 (1.02),247 (106-2-139 43.32%),252 (1.02)
17,"Burns, Scott",31y 198d,213 (91-1-121 42.96%),129 (0.61),←,
8,"Clement, James",29y 308d,208 (86-0-122 41.35%),49 (0.24),124 (60-0-64 48.39%),11 (0.09)
19,"Davies, Ben",20y 149d,10 (3-0-7 30.00%),,←,
4,"Didak, Alan",23y 144d,93 (50-0-43 53.76%),132 (1.42),←,
25,"Fraser, Josh",24y 185d,127 (66-0-61 51.97%),115 (0.91),←,
26,"Johnson, Ben",25y 95d,127 (66-0-61 51.97%),27 (0.21),←,
18,"Licuria, Paul",28y 186d,174 (75-0-99 43.10%),62 (0.36),164 (73-0-91 44.51%),60 (0.37)
24,"Lockyer, Tarkyn",26y 252d,133 (59-0-74 44.36%),69 (0.52),←,
3,"Lonie, Ryan",23y 127d,110 (56-0-54 50.91%),58 (0.53),←,
7,"Morrison, Chad",28y 102d,167 (83-1-83 50.00%),88 (0.53),19 (6-0-13 31.58%),1 (0.05)
11,"OBree, Shane",27y 116d,159 (76-0-83 47.80%),63 (0.40),140 (67-0-73 47.86%),60 (0.43)
16,"Pendlebury, Scott",18y 183d,5 (2-0-3 40.00%),2 (0.40),←,
35,"Prestigiacomo, Simon",28y 159d,172 (69-0-103 40.12%),3 (0.02),←,
23,"Rocca, Anthony",28y 328d,198 (93-0-105 46.97%),326 (1.65),176 (82-0-94 46.59%),315 (1.79)
2,"Rusling, Sean",19y 276d,7 (3-0-4 42.86%),3 (0.43),←,
39,"Shaw, Heath",20y 224d,19 (9-0-10 47.37%),5 (0.26),←,
22,"Shaw, Rhyce",24y 266d,55 (26-0-29 47.27%),10 (0.18),←,
36,"Swan, Dane",22y 134d,42 (19-0-23 45.24%),20 (0.48),←,
20,"Tarrant, Chris",25y 294d,154 (72-0-82 46.75%),284 (1.84),←,
13,"Thomas, Dale",19y 18d,12 (8-0-4 66.67%),8 (0.67),←,
14,"Wakelin, Shane",31y 331d,211 (98-2-111 46.92%),19 (0.09),117 (57-0-60 48.72%),
Totals,Totals,25y 218d,2663 (1220-6-1437 45.81%),1745 (0.66),,
C,"Malthouse, Mick",52y 326d,530 (295-4-231 56.04%),,152 (72-0-80 47.37%),
