Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",27y 132d,110 (55-0-55 50.00%),18 (0.16),←,
28,"Begley, James",23y 270d,50 (13-2-35 28.00%),8 (0.16),14 (7-0-7 50.00%),1 (0.07)
10,"Bode, Matthew",24y 293d,75 (37-0-38 49.33%),59 (0.79),46 (26-0-20 56.52%),34 (0.74)
24,"Burton, Brett",25y 349d,89 (43-0-46 48.31%),122 (1.37),←,
2,"Carey, Wayne",32y 326d,264 (161-0-103 60.98%),705 (2.67),20 (9-0-11 45.00%),34 (1.70)
4,"Clarke, Matthew",30y 212d,206 (101-2-103 49.51%),29 (0.14),76 (39-0-37 51.32%),10 (0.13)
11,"Doughty, Michael",24y 256d,39 (23-0-16 58.97%),18 (0.46),←,
9,"Edwards, Tyson",27y 255d,178 (92-0-86 51.69%),111 (0.62),←,
21,"Gallagher, James",24y 152d,29 (14-0-15 48.28%),10 (0.34),←,
37,"Hentschel, Trent",21y 114d,7 (2-0-5 28.57%),1 (0.14),←,
13,"Hudson, Ben",25y 53d,2 (0-0-2 0.00%),,←,
30,"Jericho, Luke",19y 182d,1 (0-0-1 0.00%),1 (1.00),←,
18,"Johncock, Graham",21y 179d,52 (29-0-23 55.77%),54 (1.04),←,
3,"Massie, Kris",23y 323d,76 (43-0-33 56.58%),20 (0.26),33 (17-0-16 51.52%),8 (0.24)
16,"McGregor, Ken",23y 79d,78 (37-0-41 47.44%),31 (0.40),←,
23,"McLeod, Andrew",27y 257d,197 (101-0-96 51.27%),210 (1.07),←,
32,"Ricciuto, Mark",28y 314d,244 (119-1-124 48.98%),202 (0.83),←,
26,"Schuback, Jacob",20y 141d,4 (0-0-4 0.00%),1 (0.25),←,
7,"Smart, Nigel",34y 332d,276 (139-1-136 50.54%),115 (0.42),←,
20,"Stenglein, Tyson",23y 276d,88 (48-0-40 54.55%),20 (0.23),←,
27,"Stevens, Scott",22y 93d,28 (10-1-17 37.50%),19 (0.68),3 (0-0-3 0.00%),2 (0.67)
17,"Welsh, Scott",25y 132d,103 (59-0-44 57.28%),147 (1.43),67 (33-0-34 49.25%),117 (1.75)
Totals,Totals,25y 165d,2196 (1126-7-1063 51.28%),1901 (0.87),,
C,"Ayres, Gary",43y 202d,214 (116-1-97 54.44%),,98 (51-0-47 52.04%),
