Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
15,"Allan, Ben",23y 305d,52 (35-0-17 67.31%),33 (0.63),←,
4,"Collins, Andrew",27y 112d,122 (90-0-32 73.77%),30 (0.25),←,
3,"Condon, Anthony",24y 253d,79 (58-0-21 73.42%),32 (0.41),←,
14,"Dear, Greg",29y 120d,125 (96-0-29 76.80%),18 (0.14),←,
13,"Dear, Paul",25y 231d,71 (50-0-21 70.42%),61 (0.86),←,
19,"Dunstall, Jason",28y 1d,166 (129-0-37 77.71%),775 (4.67),←,
16,"Gowers, Andrew",23y 126d,43 (32-0-11 74.42%),22 (0.51),←,
6,"Hall, Tony",27y 334d,75 (60-0-15 80.00%),121 (1.61),←,
17,"Hudson, Paul",22y 26d,50 (37-0-13 74.00%),97 (1.94),←,
11,"Jarman, Darren",25y 200d,45 (31-0-14 68.89%),68 (1.51),←,
1,"Jencke, Ray",26y 143d,115 (83-0-32 72.17%),23 (0.20),←,
32,"Johnston, Michael",21y 181d,5 (5-0-0 100.00%),4 (0.80),←,
24,"Langford, Chris",29y 226d,215 (162-1-52 75.58%),31 (0.14),←,
20,"Maginness, Scott",26y 13d,81 (59-0-22 72.84%),4 (0.05),←,
28,"McDonald, Alex",22y 184d,19 (13-0-6 68.42%),10 (0.53),←,
2,"Mew, Chris",31y 100d,228 (165-1-62 72.59%),21 (0.09),←,
35,"Morrissey, James",27y 316d,102 (77-0-25 75.49%),99 (0.97),←,
44,"Platten, John",29y 151d,157 (117-0-40 74.52%),163 (1.04),←,
18,"Pritchard, Darrin",26y 147d,124 (92-0-32 74.19%),68 (0.55),←,
25,"Taylor, Jason",23y 327d,25 (12-0-13 48.00%),11 (0.44),18 (11-0-7 61.11%),7 (0.39)
Totals,Totals,26y 47d,1899 (1403-2-494 73.88%),1691 (0.89),,
C,"Joyce, Alan",49y 299d,70 (53-0-17 75.71%),,←,
