Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",23y 201d,84 (40-2-42 48.81%),49 (0.58),←,
50,"Ballantyne, Jon",22y 348d,13 (7-0-6 53.85%),29 (2.23),←,
35,"Baxter, Darren",27y 114d,120 (58-3-59 49.58%),24 (0.20),←,
6,"Campbell, Tony",24y 333d,91 (51-0-40 56.04%),61 (0.67),16 (12-0-4 75.00%),
20,"Coleman, Glenn",31y 159d,181 (99-2-80 55.25%),111 (0.61),56 (31-1-24 56.25%),47 (0.84)
16,"Croft, Matthew",19y 136d,6 (3-0-3 50.00%),3 (0.50),←,
26,"Del-Re, Danny",24y 150d,36 (21-1-14 59.72%),80 (2.22),←,
41,"Frost, Michael",21y 195d,4 (3-0-1 75.00%),,←,
10,"Hunter, Mark",26y 312d,73 (34-2-37 47.95%),2 (0.03),←,
21,"Kolyniuk, Steven",22y 6d,56 (29-1-26 52.68%),70 (1.25),←,
46,"Kretiuk, Steven",20y 7d,4 (3-0-1 75.00%),2 (0.50),←,
39,"Liberatore, Tony",26y 151d,75 (43-1-31 58.00%),45 (0.60),←,
27,"Macpherson, Stephen",27y 222d,153 (75-3-75 50.00%),139 (0.91),←,
25,"Mansfield, Matthew",23y 17d,15 (11-0-4 73.33%),2 (0.13),←,
2,"Reynolds, Keenan",23y 186d,33 (19-0-14 57.58%),3 (0.09),←,
33,"Royal, Brian",30y 212d,184 (98-2-84 53.80%),270 (1.47),←,
31,"Smith, Rohan",19y 41d,12 (10-0-2 83.33%),9 (0.75),←,
17,"Standfield, Barry",22y 149d,23 (14-0-9 60.87%),5 (0.22),←,
8,"Toohey, Bernard",29y 144d,238 (121-1-116 51.05%),112 (0.47),15 (11-0-4 73.33%),1 (0.07)
15,"Wynd, Scott",22y 168d,71 (35-1-35 50.00%),11 (0.15),←,
Totals,Totals,24y 163d,1472 (774-19-679 52.58%),1027 (0.70),,
C,"Wheeler, Terry",37y 120d,60 (33-1-26 55.83%),,←,
