Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",21y 230d,48 (11-0-37 22.92%),15 (0.31),17 (8-0-9 47.06%),3 (0.18)
27,"Armstrong, Tony",25y 221d,35 (18-0-17 51.43%),2 (0.06),6 (2-0-4 33.33%),
11,"Blair, Jarryd",25y 24d,108 (75-1-32 69.91%),83 (0.77),←,
29,"Broomhead, Tim",21y 47d,12 (4-0-8 33.33%),11 (0.92),←,
16,"Brown, Nathan",26y 142d,99 (63-1-35 64.14%),7 (0.07),←,
32,"Cloke, Travis",28y 64d,222 (140-2-80 63.51%),404 (1.82),←,
25,"Crisp, Jack",21y 218d,24 (11-0-13 45.83%),15 (0.63),6 (4-0-2 66.67%),5 (0.83)
2,"Dwyer, Sam",28y 252d,38 (21-0-17 55.26%),22 (0.58),←,
5,"Elliott, Jamie",22y 260d,58 (37-0-21 63.79%),78 (1.34),←,
45,"Frost, Jack",23y 72d,30 (16-0-14 53.33%),,←,
6,"Goldsack, Tyson",27y 351d,130 (84-0-46 64.62%),48 (0.37),←,
4,"Grundy, Brodie",21y 23d,28 (16-0-12 57.14%),6 (0.21),←,
33,"Karnezis, Patrick",23y 15d,24 (5-0-19 20.83%),26 (1.08),3 (2-0-1 66.67%),2 (0.67)
8,"Langdon, Tom",20y 333d,25 (14-0-11 56.00%),,←,
43,"Oxley, Adam",22y 188d,8 (6-0-2 75.00%),2 (0.25),←,
10,"Pendlebury, Scott",27y 121d,198 (129-2-67 65.66%),130 (0.66),←,
36,"Swan, Dane",31y 72d,242 (150-2-90 62.40%),196 (0.81),←,
34,"Toovey, Alan",28y 46d,137 (93-2-42 68.61%),9 (0.07),←,
18,"Varcoe, Travis",27y 28d,144 (118-0-26 81.94%),133 (0.92),6 (4-0-2 66.67%),3 (0.50)
9,"White, Jesse",27y 119d,95 (49-2-44 52.63%),101 (1.06),24 (14-0-10 58.33%),28 (1.17)
26,"Williams, Marley",21y 290d,43 (25-0-18 58.14%),4 (0.09),←,
15,"Witts, Jarrod",22y 237d,28 (15-0-13 53.57%),13 (0.46),←,
Totals,Totals,24y 285d,1776 (1100-12-664 61.94%),1305 (0.73),,
C,"Buckley, Nathan",42y 286d,76 (46-0-30 60.53%),,←,
