St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Anderson, Dean",15,6,5,20,,,,1.0,,,,,1.0,,,,,,,,,,
30,"Bingham, Lawrence",3,1,2,5,,,11.0,,,,,,1.0,,,,,,,,,,
21,"Bourke, Darren",,,3,3,,,,3.0,,,,,1.0,,,,,,,,,,
18,"Bowey, Brett",7,1,1,8,,1.0,,,,,,,1.0,,,,,,,,,,
3,"Burke, Nathan",14,1,7,21,,,,3.0,,,,,1.0,2.0,3.0,,,,,,,,
8,"Devonport, Craig",13,2,2,15,1,1.0,,1.0,,,,,4.0,2.0,,,,,,,,,
2,"Frawley, Danny",5,1,4,9,,,,1.0,,,,,2.0,1.0,,,,,,,,,
32,"Georgiou, John",4,2,5,9,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
35,"Harvey, Robert",19,5,7,26,1,,,1.0,,,,,1.0,,,,,,,,,,
4,"Lockett, Tony",7,7,4,11,5,1.0,,,,,,,,1.0,,,,,,,,,
23,"Loewe, Stewart",14,7,9,23,2,1.0,5.0,,,,,,5.0,2.0,,,,,,,,,
5,"McAdam, Gilbert",9,3,9,18,,,,1.0,,,,,1.0,,,,,,,,,,
12,"Morris, Russell",11,3,3,14,,,,2.0,,,,,4.0,1.0,,,,,,,,,
29,"Peckett, Justin",6,2,11,17,,,,4.0,,,,,3.0,1.0,1.0,,,,,,,,
41,"Pekin, Tim",5,2,12,17,,,,2.0,,,,,3.0,2.0,,,,,,,,,
37,"Rice, Dean",4,1,1,5,,,,1.0,,,,,,2.0,,,,,,,,,
31,"Shanahan, Jamie",7,2,4,11,,,,1.0,,,,,,1.0,,,,,,,,,
9,"Vidovic, Lazar",10,3,5,15,,,16.0,,,,,,2.0,2.0,,,,,,,,,
7,"Winmar, Nicky",18,3,9,27,,2.0,,4.0,,,,,2.0,1.0,,,,,,,,,
17,"Wittman, Chris",15,3,7,22,,1.0,,3.0,,,,,3.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,55,110,296,9,10.0,32.0,29.0,,,,,36.0,19.0,4.0,,,,,,,,
Opposition,Opposition,188,59,113,301,9,12.0,17.0,37.0,,,,,19.0,36.0,2.0,,,,,,,,
