Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",27y 328d,164 (68-2-94 42.07%),61 (0.37),133 (65-2-66 49.62%),49 (0.37)
8,"Bianco, Trent",20y 206d,11 (4-0-7 36.36%),7 (0.64),←,
14,"Cameron, Darcy",26y 27d,28 (10-1-17 37.50%),25 (0.89),27 (10-1-16 38.89%),25 (0.93)
25,"Crisp, Jack",27y 316d,174 (84-2-88 48.85%),51 (0.29),156 (77-2-77 50.00%),41 (0.26)
7,"Daicos, Josh",22y 261d,51 (23-1-27 46.08%),25 (0.49),←,
2,"de Goey, Jordan",25y 152d,117 (58-2-57 50.43%),154 (1.32),←,
5,"Elliott, Jamie",28y 358d,135 (76-2-57 57.04%),195 (1.44),←,
33,"Ginnivan, Jack",18y 248d,4 (1-0-3 25.00%),6 (1.50),←,
4,"Grundy, Brodie",27y 121d,170 (86-2-82 51.18%),58 (0.34),←,
35,"Henry, Oliver",19y 16d,9 (3-0-6 33.33%),7 (0.78),←,
32,"Hoskin-Elliott, Will",27y 346d,156 (66-2-88 42.95%),144 (0.92),104 (54-2-48 52.88%),102 (0.98)
18,"Macrae, Finlay",19y 154d,9 (1-0-8 11.11%),1 (0.11),←,
44,"Madgen, Jack",28y 111d,39 (19-1-19 50.00%),1 (0.03),←,
37,"Maynard, Brayden",24y 328d,137 (65-2-70 48.18%),16 (0.12),←,
16,"Mayne, Chris",32y 285d,247 (135-2-110 55.06%),207 (0.84),75 (40-1-34 54.00%),11 (0.15)
31,"McCreery, Beau",20y 117d,12 (2-0-10 16.67%),11 (0.92),←,
41,"Mihocek, Brody",28y 191d,79 (42-1-36 53.80%),124 (1.57),←,
28,"Murphy, Nathan",21y 242d,16 (7-0-9 43.75%),1 (0.06),←,
9,"Noble, John",24y 142d,43 (19-1-23 45.35%),4 (0.09),←,
23,"Roughead, Jordan",30y 284d,199 (95-1-103 47.99%),35 (0.18),61 (32-1-28 53.28%),1 (0.02)
21,"Ruscoe, Trey",19y 284d,13 (6-0-7 46.15%),7 (0.54),←,
22,"Sidebottom, Steele",30y 224d,263 (155-4-104 59.70%),174 (0.66),←,
24,"Thomas, Josh",29y 317d,122 (70-2-50 58.20%),100 (0.82),←,
Totals,Totals,25y 141d,2198 (1095-28-1075 49.82%),1414 (0.64),,
C,"Harvey, Robert",49y 358d,8 (2-0-6 25.00%),,←,
