Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Aliir, Aliir",22y 220d,16 (11-0-5 68.75%),,←,
7,"Cunningham, Harry",23y 128d,73 (51-0-22 69.86%),37 (0.51),←,
13,"Florent, Oliver",18y 265d,4 (0-0-4 0.00%),3 (0.75),←,
6,"Foote, Jordan",21y 101d,4 (1-0-3 25.00%),1 (0.25),←,
42,"Fox, Robbie",23y 362d,3 (0-0-3 0.00%),1 (0.33),←,
23,"Franklin, Lance",30y 73d,251 (158-1-92 63.15%),797 (3.18),69 (49-0-20 71.01%),217 (3.14)
39,"Grundy, Heath",30y 315d,217 (135-2-80 62.67%),23 (0.11),←,
4,"Hannebery, Dan",26y 48d,174 (112-2-60 64.94%),83 (0.48),←,
9,"Hayward, Will",18y 169d,3 (0-0-3 0.00%),5 (1.67),←,
29,"Hewett, George",21y 105d,28 (19-0-9 67.86%),18 (0.64),←,
15,"Jack, Kieren",29y 289d,214 (132-3-79 62.38%),147 (0.69),←,
10,"Jones, Zak",22y 29d,35 (19-0-16 54.29%),5 (0.14),←,
12,"Kennedy, Josh",28y 297d,187 (120-2-65 64.71%),117 (0.63),174 (115-2-57 66.67%),113 (0.65)
44,"Lloyd, Jake",23y 205d,73 (51-0-22 69.86%),18 (0.25),←,
31,"Marsh, Harrison",23y 90d,11 (5-0-6 45.45%),,←,
14,"Mills, Callum",20y 11d,26 (15-0-11 57.69%),1 (0.04),←,
28,"Newman, Nic",24y 88d,3 (0-0-3 0.00%),2 (0.67),←,
41,"Papley, Tom",20y 274d,21 (15-0-6 71.43%),30 (1.43),←,
26,"Parker, Luke",24y 170d,131 (87-1-43 66.79%),103 (0.79),←,
20,"Reid, Sam",25y 107d,102 (69-2-31 68.63%),105 (1.03),←,
18,"Sinclair, Callum",27y 202d,47 (34-1-12 73.40%),28 (0.60),18 (12-0-6 66.67%),10 (0.56)
40,"Smith, Nick",28y 305d,171 (107-2-62 63.16%),10 (0.06),←,
Totals,Totals,24y 125d,1794 (1141-16-637 63.60%),1534 (0.86),,
C,"Longmire, John",46y 103d,153 (102-2-49 67.32%),,←,
