Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
30,"Ackland, Cain",19y 86d,11 (8-0-3 72.73%),3 (0.27),←,
25,"Carr, Josh",21y 42d,25 (14-1-10 58.00%),10 (0.40),←,
12,"Cockatoo-Collins, Che",26y 97d,110 (62-3-45 57.73%),158 (1.44),25 (15-0-10 60.00%),49 (1.96)
35,"Cornes, Chad",21y 210d,38 (18-1-19 48.68%),33 (0.87),←,
39,"Cornes, Kane",18y 156d,2 (1-0-1 50.00%),,←,
17,"Dew, Stuart",21y 296d,63 (29-2-32 47.62%),83 (1.32),←,
8,"Francis, Fabian",27y 229d,96 (43-2-51 45.83%),48 (0.50),73 (36-2-35 50.68%),31 (0.42)
10,"Francou, Josh",26y 307d,95 (44-3-48 47.89%),48 (0.51),←,
34,"Guerra, Brent",19y 12d,20 (13-0-7 65.00%),9 (0.45),←,
38,"James, Roger",25y 232d,64 (31-2-31 50.00%),45 (0.70),←,
29,"Kingsley, Adam",25y 294d,83 (40-2-41 49.40%),19 (0.23),←,
9,"Lyle, Brayden",28y 96d,114 (54-3-57 48.68%),17 (0.15),88 (40-3-45 47.16%),12 (0.14)
33,"Mead, Darren",30y 73d,97 (45-3-49 47.94%),7 (0.07),←,
3,"Montgomery, Brett",28y 9d,93 (55-2-36 60.22%),73 (0.78),33 (15-1-17 46.97%),19 (0.58)
14,"Paxman, Stephen",30y 188d,196 (65-2-129 33.67%),31 (0.16),94 (43-2-49 46.81%),13 (0.14)
1,"Primus, Matthew",26y 149d,93 (35-2-56 38.71%),29 (0.31),73 (34-2-37 47.95%),24 (0.33)
6,"Schofield, Jarrad",26y 131d,113 (63-1-49 56.19%),78 (0.69),50 (24-1-25 49.00%),44 (0.88)
36,"Stevens, Nick",21y 158d,68 (32-2-34 48.53%),42 (0.62),←,
16,"Tredrea, Warren",22y 168d,69 (32-1-36 47.10%),124 (1.80),←,
2,"Wakelin, Darryl",26y 303d,126 (61-1-64 48.81%),8 (0.06),11 (8-0-3 72.73%),
4,"Wanganeen, Gavin",27y 357d,199 (110-5-84 56.53%),121 (0.61),72 (37-2-33 52.78%),58 (0.81)
15,"Wilson, Michael",24y 201d,98 (46-3-49 48.47%),33 (0.34),←,
Totals,Totals,24y 305d,1873 (901-41-931 48.10%),1019 (0.54),,
C,"Williams, Mark",42y 293d,56 (27-1-28 49.11%),,←,
