Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
22,"Bain, David",23y 333d,21 (8-0-13 38.10%),14 (0.67),←,
23,"Caton, Kevin",24y 325d,11 (6-0-5 54.55%),13 (1.18),1 (1-0-0 100.00%),4 (4.00)
26,"Eade, Rodney",31y 361d,255 (163-1-91 64.12%),48 (0.19),26 (11-0-15 42.31%),2 (0.08)
19,"Edwards, Bradley",22y 37d,7 (3-0-4 42.86%),1 (0.14),1 (1-0-0 100.00%),
4,"Gastev, John",25y 232d,50 (25-0-25 50.00%),43 (0.86),20 (8-0-12 40.00%),12 (0.60)
38,"Gibson, Michael",24y 151d,40 (16-0-24 40.00%),2 (0.05),37 (16-0-21 43.24%),2 (0.05)
47,"Harris, Bernie",27y 218d,96 (44-0-52 45.83%),113 (1.18),50 (18-0-32 36.00%),53 (1.06)
32,"Hart, Shaun",18y 318d,1 (1-0-0 100.00%),,←,
9,"Ishchenko, Alex",25y 345d,44 (22-0-22 50.00%),11 (0.25),14 (6-0-8 42.86%),1 (0.07)
17,"Leslie, Martin",27y 134d,12 (6-0-6 50.00%),,←,
16,"Lester-Smith, Rod",30y 256d,97 (59-1-37 61.34%),34 (0.35),27 (7-0-20 25.93%),11 (0.41)
7,"McIvor, Scott",23y 234d,100 (42-0-58 42.00%),39 (0.39),45 (16-0-29 35.56%),24 (0.53)
24,"Merrett, Roger",29y 346d,189 (110-2-77 58.73%),191 (1.01),40 (13-0-27 32.50%),43 (1.08)
28,"OBrien, Cameron",23y 184d,29 (11-0-18 37.93%),32 (1.10),28 (11-0-17 39.29%),32 (1.14)
8,"Richardson, Michael",31y 15d,135 (58-0-77 42.96%),165 (1.22),60 (20-0-40 33.33%),34 (0.57)
6,"Rowe, Brad",20y 128d,1 (1-0-0 100.00%),2 (2.00),←,
29,"Taylor, Andrew",24y 272d,23 (11-0-12 47.83%),7 (0.30),22 (10-0-12 45.45%),7 (0.32)
18,"Walsh, Phil",30y 16d,113 (45-0-68 39.82%),38 (0.34),51 (16-0-35 31.37%),15 (0.29)
2,"Williams, Mark",31y 222d,191 (86-0-105 45.03%),230 (1.20),56 (16-0-40 28.57%),52 (0.93)
21,"Zanotti, Mark",25y 143d,47 (22-0-25 46.81%),6 (0.13),11 (5-0-6 45.45%),
Totals,Totals,26y 67d,1462 (739-4-719 50.55%),989 (0.68),,
C,"Dare, Norm",41y 202d,1 (1-0-0 100.00%),,←,
