Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
11,"Anderson, Greg",24y 348d,71 (49-0-22 69.01%),44 (0.62),←,
31,"Bailey, Dean",24y 99d,45 (30-1-14 67.78%),17 (0.38),←,
23,"Cransberg, Peter",23y 272d,30 (23-0-7 76.67%),26 (0.87),←,
6,"Daniher, Anthony",28y 96d,190 (101-0-89 53.16%),76 (0.40),75 (52-0-23 69.33%),14 (0.19)
15,"Ezard, Alan",28y 12d,150 (103-0-47 68.67%),189 (1.26),←,
28,"Flood, David",22y 64d,19 (11-0-8 57.89%),13 (0.68),←,
16,"Hamilton, Paul",23y 312d,99 (58-1-40 59.09%),6 (0.06),←,
1,"Harvey, Mark",25y 320d,105 (75-0-30 71.43%),144 (1.37),←,
45,"Heard, Shane",32y 273d,161 (86-3-72 54.35%),39 (0.24),←,
13,"Long, Michael",21y 208d,54 (40-0-14 74.07%),39 (0.72),←,
27,"Madden, Simon",33y 118d,353 (213-2-138 60.62%),535 (1.52),←,
35,"McMullin, Ian",26y 238d,31 (23-0-8 74.19%),33 (1.06),10 (10-0-0 100.00%),9 (0.90)
12,"OBrien, Craig",21y 55d,14 (10-0-4 71.43%),12 (0.86),←,
10,"ODonnell, Gary",25y 350d,76 (52-0-24 68.42%),20 (0.26),←,
14,"Plain, Bradley",21y 214d,26 (20-0-6 76.92%),46 (1.77),←,
3,"Salmon, Paul",26y 97d,129 (80-1-48 62.40%),308 (2.39),←,
19,"Somerville, Peter",22y 293d,16 (12-0-4 75.00%),18 (1.13),←,
17,"Sporn, Kieran",24y 242d,35 (25-0-10 71.43%),35 (1.00),←,
4,"Wanganeen, Gavin",17y 313d,5 (5-0-0 100.00%),4 (0.80),←,
32,"Watson, Tim",29y 288d,267 (168-3-96 63.48%),294 (1.10),←,
Totals,Totals,25y 101d,1876 (1184-11-681 63.11%),1898 (1.01),,
C,"Sheedy, Kevin",43y 124d,243 (165-1-77 68.11%),,←,
