Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",21y 283d,53 (22-2-29 43.40%),16 (0.30),←,
46,"Begley, Colm",20y 359d,20 (7-2-11 40.00%),6 (0.30),←,
20,"Black, Simon",28y 144d,211 (129-3-79 61.85%),133 (0.63),←,
17,"Brennan, Jared",23y 28d,58 (29-2-27 51.72%),44 (0.76),←,
16,"Brown, Jonathan",25y 300d,138 (92-2-44 67.39%),261 (1.89),←,
1,"Clark, Mitch",19y 310d,10 (2-1-7 25.00%),10 (1.00),←,
30,"Copeland, Robert",26y 91d,129 (78-2-49 61.24%),32 (0.25),←,
18,"Corrie, Anthony",23y 64d,32 (14-0-18 43.75%),27 (0.84),←,
14,"Hadley, Richard",24y 149d,40 (22-2-16 57.50%),10 (0.25),←,
2,"Johnson, Chris",31y 87d,263 (127-5-131 49.24%),171 (0.65),204 (120-5-79 60.05%),104 (0.51)
44,"Lappin, Nigel",31y 65d,274 (160-6-108 59.49%),174 (0.64),213 (128-5-80 61.27%),134 (0.63)
23,"Leuenberger, Matthew",19y 79d,8 (5-1-2 68.75%),1 (0.13),←,
21,"Merrett, Daniel",22y 256d,45 (18-2-25 42.22%),16 (0.36),←,
8,"Notting, Tim",28y 308d,177 (106-3-68 60.73%),127 (0.72),←,
24,"Patfull, Joel",22y 261d,36 (14-2-20 41.67%),16 (0.44),←,
6,"Power, Luke",27y 229d,194 (117-2-75 60.82%),185 (0.95),←,
35,"Rischitelli, Michael",21y 229d,43 (18-2-23 44.19%),18 (0.42),←,
22,"Scott, Chris",31y 114d,214 (126-3-85 59.58%),79 (0.37),159 (99-2-58 62.89%),56 (0.35)
28,"Selwood, Troy",23y 116d,46 (19-1-26 42.39%),7 (0.15),←,
11,"Sherman, Justin",20y 211d,55 (20-2-33 38.18%),36 (0.65),←,
32,"Stiller, Cheynee",21y 114d,34 (12-2-20 38.24%),11 (0.32),←,
31,"Wood, Cameron",20y 174d,15 (3-0-12 20.00%),,←,
Totals,Totals,24y 131d,2095 (1140-47-908 54.42%),1380 (0.66),,
C,"Matthews, Leigh",55y 177d,438 (257-8-173 59.59%),,214 (132-3-79 62.38%),
