Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
14,"Bird, Craig",26y 80d,133 (84-2-47 63.91%),55 (0.41),←,
23,"Franklin, Lance",28y 71d,206 (128-1-77 62.38%),665 (3.23),24 (19-0-5 79.17%),85 (3.54)
37,"Goodes, Adam",35y 93d,353 (204-5-144 58.50%),439 (1.24),←,
39,"Grundy, Heath",28y 313d,166 (103-2-61 62.65%),23 (0.14),←,
4,"Hannebery, Dan",24y 46d,122 (79-2-41 65.57%),56 (0.46),←,
5,"Heeney, Isaac",18y 341d,2 (2-0-0 100.00%),1 (0.50),←,
15,"Jack, Kieren",27y 287d,165 (100-3-62 61.52%),122 (0.74),←,
32,"Jetta, Lewis",25y 342d,105 (70-2-33 67.62%),87 (0.83),←,
12,"Kennedy, Josh",26y 295d,136 (87-2-47 64.71%),80 (0.59),123 (82-2-39 67.48%),76 (0.62)
11,"Laidler, Jeremy",25y 249d,47 (33-1-13 71.28%),6 (0.13),21 (18-0-3 85.71%),4 (0.19)
44,"Lloyd, Jake",21y 203d,23 (20-0-3 86.96%),9 (0.39),←,
3,"McVeigh, Jarrad",30y 4d,245 (150-4-91 62.04%),173 (0.71),←,
26,"Parker, Luke",22y 168d,84 (57-1-26 68.45%),60 (0.71),←,
38,"Pyke, Mike",31y 18d,92 (59-1-32 64.67%),44 (0.48),←,
24,"Rampe, Dane",24y 313d,50 (35-1-14 71.00%),4 (0.08),←,
20,"Reid, Sam",23y 105d,78 (55-2-21 71.79%),78 (1.00),←,
25,"Richards, Ted",32y 90d,233 (142-4-87 61.80%),32 (0.14),200 (123-4-73 62.50%),13 (0.06)
16,"Rohan, Gary",23y 308d,45 (27-1-17 61.11%),30 (0.67),←,
2,"Shaw, Rhyce",33y 177d,215 (121-1-93 56.51%),43 (0.20),121 (73-1-47 60.74%),23 (0.19)
40,"Smith, Nick",26y 303d,123 (77-2-44 63.41%),9 (0.07),←,
8,"Tippett, Kurt",27y 338d,132 (74-0-58 56.06%),260 (1.97),28 (21-0-7 75.00%),72 (2.57)
22,"Towers, Dean",24y 342d,8 (6-0-2 75.00%),5 (0.63),←,
Totals,Totals,26y 304d,2763 (1713-37-1013 62.00%),2281 (0.83),,
C,"Longmire, John",44y 101d,101 (69-2-30 69.31%),,←,
