Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",12,3,11,23,,,,2.0,3.0,2.0,4.0,1.0,,,,6.0,18.0,,,,1.0,,96.0
10,"Cook, Troy",8,3,5,13,,,,4.0,,5.0,1.0,,,,,3.0,9.0,1.0,,1.0,,1.0,63.0
38,"Cunningham, Ben",8,3,7,15,,,,1.0,,4.0,1.0,2.0,1.0,2.0,,3.0,12.0,,,,,,70.0
33,"Farmer, Jeff",6,1,1,7,3,1.0,,2.0,,1.0,,1.0,,,,4.0,3.0,,1.0,,,2.0,78.0
27,"Gilmore, Daniel",9,2,6,15,,,,2.0,2.0,3.0,2.0,1.0,1.0,,,4.0,11.0,,,2.0,5.0,,73.0
14,"Grover, Antoni",9,2,8,17,,,,1.0,3.0,1.0,2.0,2.0,1.0,,,6.0,11.0,,,3.0,,,95.0
42,"Haddrill, Robert",5,3,1,6,,,,3.0,2.0,,,1.0,,1.0,,2.0,4.0,1.0,,4.0,,,82.0
4,"Hasleby, Paul",10,3,14,24,,2.0,,5.0,1.0,3.0,8.0,1.0,2.0,,,13.0,12.0,1.0,,,,2.0,97.0
11,"Headland, Des",10,2,8,18,2,1.0,,3.0,1.0,7.0,3.0,4.0,3.0,2.0,,9.0,9.0,,,4.0,3.0,,75.0
20,"Longmuir, Justin",11,7,2,13,1,1.0,12.0,2.0,,1.0,4.0,,1.0,,,6.0,7.0,1.0,1.0,1.0,,,62.0
8,"McManus, Shaun",6,2,3,9,,,,3.0,1.0,3.0,1.0,1.0,,,,2.0,6.0,,,,3.0,1.0,87.0
18,"McPharlin, Luke",16,6,4,20,,,,3.0,5.0,1.0,1.0,2.0,,,1.0,8.0,12.0,3.0,,4.0,1.0,,91.0
34,"Medhurst, Paul",8,5,2,10,2,1.0,,,,2.0,,2.0,1.0,1.0,,2.0,7.0,1.0,3.0,,,,84.0
23,"Parker, Shane",5,2,8,13,,,,,5.0,,1.0,3.0,1.0,1.0,,7.0,5.0,,,3.0,2.0,,100.0
29,"Pavlich, Matthew",17,4,12,29,1,,1.0,2.0,1.0,11.0,5.0,4.0,,1.0,,13.0,17.0,2.0,,3.0,4.0,,97.0
12,"Polak, Graham",8,6,5,13,,,,3.0,2.0,1.0,,2.0,1.0,1.0,,9.0,3.0,4.0,,3.0,,,94.0
31,"Sandilands, Aaron",4,4,5,9,1,,25.0,1.0,,1.0,2.0,,1.0,,,3.0,7.0,,,,,,53.0
3,"Schammer, Byron",16,4,9,25,3,1.0,,1.0,1.0,2.0,4.0,2.0,,1.0,3.0,10.0,15.0,,2.0,,4.0,1.0,73.0
2,"Simmonds, Troy",8,5,1,9,5,,2.0,2.0,,3.0,,3.0,1.0,,,6.0,3.0,2.0,3.0,,,1.0,94.0
19,"Walker, James",10,6,12,22,,,,2.0,3.0,2.0,4.0,,1.0,,,8.0,14.0,,,1.0,5.0,,96.0
26,"Waterhouse, Clive",2,1,2,4,,1.0,,,,1.0,,,,,,2.0,2.0,,,1.0,,,50.0
6,"Woods, Dion",8,5,4,12,,,,1.0,5.0,,,2.0,,,,7.0,5.0,3.0,,4.0,2.0,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,79,130,326,18,9.0,40.0,43.0,35.0,54.0,43.0,34.0,15.0,10.0,4.0,133.0,192.0,19.0,10.0,34.0,30.0,8.0,
Opposition,Opposition,202,103,112,314,14,7.0,14.0,39.0,36.0,49.0,25.0,32.0,10.0,15.0,2.0,115.0,202.0,10.0,8.0,38.0,20.0,10.0,
