Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",23y 186d,74 (35-0-39 47.30%),35 (0.47),←,
48,"Dunkley, Kyle",19y 24d,2 (1-0-1 50.00%),1 (0.50),←,
31,"Fritsch, Bayley",22y 220d,39 (21-0-18 53.85%),23 (0.59),←,
17,"Frost, Sam",25y 320d,85 (36-0-49 42.35%),8 (0.09),64 (31-0-33 48.44%),6 (0.09)
11,"Gawn, Max",27y 196d,114 (46-0-68 40.35%),54 (0.47),←,
19,"Hannan, Mitch",25y 127d,41 (24-0-17 58.54%),48 (1.17),←,
4,"Harmes, James",23y 282d,85 (42-0-43 49.41%),54 (0.64),←,
14,"Hibberd, Michael",29y 192d,136 (68-1-67 50.37%),13 (0.10),52 (28-0-24 53.85%),2 (0.04)
29,"Hunt, Jayden",24y 102d,63 (29-0-34 46.03%),29 (0.46),←,
39,"Jetta, Neville",29y 152d,146 (53-2-91 36.99%),24 (0.16),←,
2,"Jones, Nathan",31y 175d,280 (88-3-189 31.96%),137 (0.49),←,
8,"Lever, Jake",23y 131d,69 (46-0-23 66.67%),3 (0.04),13 (8-0-5 61.54%),
6,"Lewis, Jordan",33y 81d,313 (200-1-112 64.06%),156 (0.50),49 (31-0-18 63.27%),11 (0.22)
41,"Lockhart, Jay",23y 161d,11 (4-0-7 36.36%),9 (0.82),←,
1,"May, Steven",27y 185d,129 (40-1-88 31.40%),22 (0.17),6 (2-0-4 33.33%),1 (0.17)
30,"Neal-Bullen, Alex",23y 186d,69 (35-0-34 50.72%),54 (0.78),←,
13,"Oliver, Clayton",21y 357d,76 (40-0-36 52.63%),24 (0.32),←,
5,"Petracca, Christian",23y 191d,79 (39-0-40 49.37%),75 (0.95),←,
35,"Petty, Harry",19y 244d,7 (2-0-5 28.57%),3 (0.43),←,
21,"Preuss, Braydon",24y 28d,12 (3-0-9 25.00%),9 (0.75),4 (2-0-2 50.00%),4 (1.00)
3,"Salem, Christian",23y 364d,84 (37-0-47 44.05%),19 (0.23),←,
7,"Viney, Jack",25y 92d,113 (40-0-73 35.40%),30 (0.27),←,
Totals,Totals,25y 32d,2027 (929-8-1090 45.83%),830 (0.41),,
C,"Goodwin, Simon",42y 200d,64 (33-0-31 51.56%),,63 (33-0-30 52.38%),
