Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",34y 48d,295 (173-0-122 58.64%),139 (0.47),←,
16,"Brown, Leigh",25y 77d,157 (63-1-93 40.45%),66 (0.42),94 (44-1-49 47.34%),46 (0.49)
43,"Campbell, Matt",20y 110d,6 (4-0-2 66.67%),6 (1.00),←,
27,"Edwards, Aaron",23y 70d,10 (8-0-2 80.00%),8 (0.80),6 (4-0-2 66.67%),6 (1.00)
24,"Firrito, Michael",23y 165d,65 (33-0-32 50.77%),12 (0.18),←,
38,"Gibson, Josh",23y 59d,16 (7-0-9 43.75%),,←,
6,"Grant, Shannon",30y 22d,262 (146-2-114 56.11%),304 (1.16),204 (114-1-89 56.13%),266 (1.30)
17,"Grima, Blake",22y 337d,9 (7-0-2 77.78%),3 (0.33),←,
31,"Hale, David",22y 354d,63 (25-0-38 39.68%),35 (0.56),←,
4,"Harris, Daniel",25y 1d,98 (47-1-50 48.47%),30 (0.31),←,
29,"Harvey, Brent",28y 362d,223 (124-1-98 55.83%),260 (1.17),←,
21,"Jones, Corey",26y 74d,110 (50-0-60 45.45%),132 (1.20),←,
1,"McIntosh, Hamish",22y 249d,25 (9-0-16 36.00%),11 (0.44),←,
20,"Petrie, Drew",24y 208d,113 (53-1-59 47.35%),79 (0.70),←,
30,"Pratt, Daniel",24y 51d,45 (22-0-23 48.89%),4 (0.09),42 (21-0-21 50.00%),3 (0.07)
3,"Rawlings, Brady",25y 335d,140 (71-0-69 50.71%),52 (0.37),←,
7,"Simpson, Adam",31y 84d,249 (145-1-103 58.43%),72 (0.29),←,
9,"Sinclair, Jess",28y 258d,168 (65-1-102 38.99%),65 (0.39),118 (52-1-65 44.49%),39 (0.33)
10,"Smith, Jesse",20y 224d,8 (5-0-3 62.50%),1 (0.13),←,
19,"Swallow, Andrew",19y 343d,19 (7-0-12 36.84%),6 (0.32),←,
36,"Watt, Shannon",26y 166d,115 (57-1-57 50.00%),8 (0.07),←,
8,"Wells, Daniel",22y 97d,91 (44-1-46 48.90%),52 (0.57),←,
Totals,Totals,25y 35d,2287 (1165-10-1112 50.94%),1345 (0.59),,
C,"Laidley, Dani",40y 45d,96 (45-1-50 47.40%),,←,
