Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Chick, Daniel",20y 120d,10 (3-1-6 35.00%),4 (0.40),←,
5,"Collins, Andrew",31y 45d,200 (127-1-72 63.75%),36 (0.18),←,
3,"Condon, Anthony",28y 186d,129 (88-0-41 68.22%),43 (0.33),←,
9,"Crawford, Shane",21y 274d,67 (33-1-33 50.00%),58 (0.87),←,
19,"Dunstall, Jason",31y 300d,235 (162-1-72 69.15%),1110 (4.72),←,
34,"Graham, Mark",23y 88d,52 (23-1-28 45.19%),8 (0.15),←,
15,"Harford, Daniel",19y 82d,20 (6-0-14 30.00%),9 (0.45),←,
22,"Hargreaves, Tim",21y 10d,33 (12-1-20 37.88%),49 (1.48),←,
2,"Holland, Nick",21y 316d,25 (7-1-17 30.00%),10 (0.40),←,
17,"Hudson, Paul",25y 325d,122 (72-0-50 59.02%),249 (2.04),←,
1,"Jencke, Ray",30y 76d,176 (113-1-62 64.49%),27 (0.15),←,
11,"Kappler, Darren",31y 138d,152 (47-1-104 31.25%),129 (0.85),6 (2-1-3 41.67%),4 (0.67)
24,"Langford, Chris",33y 159d,283 (196-2-85 69.61%),31 (0.11),←,
7,"McCabe, Luke",19y 304d,9 (4-0-5 44.44%),3 (0.33),←,
44,"Platten, John",33y 84d,229 (151-1-77 66.16%),209 (0.91),←,
18,"Pritchard, Darrin",30y 80d,188 (125-1-62 66.76%),92 (0.49),←,
10,"Robran, Jonathon",23y 232d,12 (4-0-8 33.33%),,←,
4,"Salmon, Paul",31y 141d,216 (125-3-88 58.56%),512 (2.37),7 (2-1-4 35.71%),3 (0.43)
6,"Taylor, Richard",22y 331d,22 (9-1-12 43.18%),12 (0.55),←,
33,"Treleven, Craig",25y 361d,10 (3-1-6 35.00%),4 (0.40),←,
30,"Woods, Tony",26y 343d,58 (23-1-34 40.52%),12 (0.21),27 (7-1-19 27.78%),2 (0.07)
Totals,Totals,26y 138d,2248 (1333-19-896 59.30%),2607 (1.16),,
C,"Judge, Ken",38y 146d,10 (3-1-6 35.00%),,←,
