Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
11,"Anderson, Greg",25y 361d,90 (58-0-32 64.44%),51 (0.57),←,
31,"Bailey, Dean",25y 112d,51 (33-1-17 65.69%),19 (0.37),←,
8,"Bewick, Darren",24y 262d,80 (49-0-31 61.25%),123 (1.54),←,
37,"Considine, Ed",23y 233d,48 (32-0-16 66.67%),12 (0.25),←,
23,"Cransberg, Peter",24y 285d,47 (31-0-16 65.96%),39 (0.83),←,
6,"Daniher, Anthony",29y 109d,205 (108-0-97 52.68%),79 (0.39),90 (59-0-31 65.56%),17 (0.19)
5,"Daniher, Terry",34y 268d,309 (189-3-117 61.65%),468 (1.51),290 (179-2-109 62.07%),446 (1.54)
15,"Ezard, Alan",29y 24d,172 (113-0-59 65.70%),196 (1.14),←,
28,"Flood, David",23y 77d,34 (20-0-14 58.82%),21 (0.62),←,
29,"Grenvold, David",26y 64d,42 (30-0-12 71.43%),7 (0.17),←,
1,"Harvey, Mark",26y 333d,120 (82-0-38 68.33%),155 (1.29),←,
33,"Hills, Paul",19y 232d,16 (8-0-8 50.00%),3 (0.19),←,
9,"Kickett, Derek",29y 216d,51 (28-0-23 54.90%),48 (0.94),39 (23-0-16 58.97%),36 (0.92)
42,"Kilpatrick, Glenn",19y 254d,3 (2-0-1 66.67%),,←,
13,"Long, Michael",22y 221d,74 (48-0-26 64.86%),53 (0.72),←,
3,"Salmon, Paul",27y 110d,150 (90-1-59 60.33%),346 (2.31),←,
19,"Somerville, Peter",23y 306d,33 (19-0-14 57.58%),28 (0.85),←,
17,"Sporn, Kieran",25y 255d,53 (33-0-20 62.26%),47 (0.89),←,
26,"Thompson, Mark",28y 172d,135 (87-1-47 64.81%),45 (0.33),←,
4,"Wanganeen, Gavin",18y 326d,24 (11-0-13 45.83%),16 (0.67),←,
Totals,Totals,25y 174d,1737 (1071-6-660 61.66%),1756 (1.01),,
C,"Sheedy, Kevin",44y 137d,268 (176-1-91 65.86%),,←,
