Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",26y 306d,137 (75-1-61 55.11%),65 (0.47),92 (67-1-24 73.37%),41 (0.45)
31,"Andrews, Harris",27y 243d,206 (101-1-104 49.27%),11 (0.05),←,
8,"Ashcroft, Will",20y 96d,25 (19-0-6 76.00%),10 (0.40),←,
33,"Bailey, Zac",24y 322d,134 (89-0-45 66.42%),137 (1.02),←,
7,"Berry, Jarrod",26y 187d,154 (88-1-65 57.47%),63 (0.41),←,
34,"Brain, Shadeau",20y 179d,8 (6-1-1 81.25%),,←,
23,"Cameron, Charlie",30y 36d,223 (143-2-78 64.57%),393 (1.76),150 (96-1-53 64.33%),306 (2.04)
3,"Daniher, Joe",30y 159d,198 (100-2-96 51.01%),382 (1.93),90 (60-1-29 67.22%),191 (2.12)
5,"Dunkley, Josh",27y 214d,161 (96-1-64 59.94%),73 (0.45),45 (31-1-13 70.00%),8 (0.18)
28,"Fletcher, Jaspa",20y 168d,35 (24-1-10 70.00%),12 (0.34),←,
41,"Joyce, Darragh",27y 109d,22 (13-0-9 59.09%),,9 (7-0-2 77.78%),
35,"Lester, Ryan",31y 350d,201 (94-1-106 47.01%),47 (0.23),←,
1,"Lohmann, Kai",21y 96d,29 (20-1-8 70.69%),23 (0.79),←,
6,"McCluggage, Hugh",26y 160d,176 (101-1-74 57.67%),114 (0.65),←,
46,"McInerney, Oscar",30y 31d,146 (93-1-52 64.04%),61 (0.42),←,
13,"Morris, Logan",19y 92d,13 (10-1-2 80.77%),17 (1.31),←,
9,"Neale, Lachie",31y 78d,266 (153-1-112 57.71%),125 (0.47),131 (88-1-42 67.56%),58 (0.44)
20,"Prior, Jaxon",23y 67d,39 (28-1-10 73.08%),11 (0.28),←,
16,"Rayner, Cam",24y 294d,134 (82-1-51 61.57%),129 (0.96),←,
25,"Smith, Henry",21y 321d,4 (3-0-1 75.00%),,←,
37,"Starcevich, Brandon",25y 17d,113 (77-0-36 68.14%),7 (0.06),←,
44,"Wilmot, Darcy",20y 223d,50 (34-1-15 69.00%),6 (0.12),←,
15,"Zorko, Dayne",35y 183d,271 (129-1-141 47.79%),231 (0.85),←,
Totals,Totals,25y 298d,2745 (1578-20-1147 57.49%),1917 (0.70),,
C,"Fagan, Chris",63y 48d,183 (105-1-77 57.65%),,←,
