Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Aleer, Leek",22y 248d,6 (2-0-4 33.33%),,←,
7,"Ash, Lachie",22y 309d,89 (45-1-43 51.12%),6 (0.07),←,
14,"Bedford, Toby",23y 334d,44 (31-0-13 70.45%),26 (0.59),26 (19-0-7 73.08%),17 (0.65)
32,"Briggs, Kieren",24y 202d,33 (22-0-11 66.67%),7 (0.21),←,
46,"Brown, Callum",23y 254d,36 (21-0-15 58.33%),38 (1.06),←,
44,"Buckley, Jack",26y 130d,50 (28-1-21 57.00%),1 (0.02),←,
5,"Cadman, Aaron",20y 53d,19 (13-0-6 68.42%),17 (0.89),←,
17,"Callaghan, Finn",20y 365d,32 (18-0-14 56.25%),6 (0.19),←,
16,"Daniels, Brent",25y 47d,89 (51-0-38 57.30%),56 (0.63),←,
12,"Green, Tom",23y 93d,74 (36-1-37 49.32%),31 (0.42),←,
27,"Himmelberg, Harry",27y 353d,159 (88-2-69 55.97%),161 (1.01),←,
23,"Hogan, Jesse",29y 73d,147 (70-0-77 47.62%),296 (2.01),57 (29-0-28 50.88%),126 (2.21)
39,"Idun, Connor",23y 271d,75 (39-1-35 52.67%),,←,
2,"Jones, Darcy",20y 22d,1 (1-0-0 100.00%),2 (2.00),←,
22,"Kelly, Josh",29y 73d,205 (110-3-92 54.39%),133 (0.65),←,
33,"OHalloran, Xavier",23y 289d,55 (28-1-26 51.82%),19 (0.35),←,
20,"Peatling, James",23y 248d,31 (14-0-17 45.16%),11 (0.35),←,
36,"Perryman, Harry",25y 128d,114 (60-1-53 53.07%),27 (0.24),←,
26,"Riccardi, Jake",24y 170d,57 (30-0-27 52.63%),74 (1.30),←,
28,"Thomas, Harvey",18y 261d,7 (6-0-1 85.71%),4 (0.57),←,
8,"Ward, Callan",34y 15d,298 (134-4-160 45.64%),144 (0.48),238 (102-4-132 43.70%),111 (0.47)
10,"Wehr, Jacob",25y 295d,21 (11-0-10 52.38%),4 (0.19),←,
6,"Whitfield, Lachie",29y 282d,216 (108-4-104 50.93%),71 (0.33),←,
Totals,Totals,24y 276d,1858 (966-19-873 51.99%),1134 (0.61),,
C,"Kingsley, Adam",48y 249d,33 (21-0-12 63.64%),,←,
