Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",22y 263d,48 (11-0-37 22.92%),25 (0.52),3 (3-0-0 100.00%),1 (0.33)
31,"Andrews, Harris",23y 200d,101 (30-0-71 29.70%),9 (0.09),←,
33,"Bailey, Zac",20y 279d,31 (16-0-15 51.61%),13 (0.42),←,
7,"Berry, Jarrod",22y 144d,61 (25-0-36 40.98%),30 (0.49),←,
14,"Birchall, Grant",32y 152d,251 (170-1-80 67.93%),34 (0.14),3 (3-0-0 100.00%),
23,"Cameron, Charlie",25y 359d,112 (67-1-44 60.27%),170 (1.52),39 (20-0-19 51.28%),83 (2.13)
28,"Ellis-Yolmen, Cam",27y 152d,41 (23-0-18 56.10%),16 (0.39),2 (2-0-0 100.00%),1 (0.50)
27,"Gardiner, Darcy",24y 280d,110 (39-0-71 35.45%),5 (0.05),←,
30,"Hipwood, Eric",22y 289d,79 (30-0-49 37.97%),118 (1.49),←,
35,"Lester, Ryan",27y 307d,129 (44-0-85 34.11%),45 (0.35),←,
17,"Lyons, Jarryd",27y 342d,120 (63-0-57 52.50%),63 (0.52),28 (19-0-9 67.86%),14 (0.50)
11,"McCarthy, Lincoln",26y 250d,57 (42-0-15 73.68%),47 (0.82),28 (19-0-9 67.86%),22 (0.79)
6,"McCluggage, Hugh",22y 117d,67 (27-0-40 40.30%),42 (0.63),←,
46,"McInerney, Oscar",25y 354d,41 (21-0-20 51.22%),26 (0.63),←,
25,"McStay, Daniel",25y 4d,107 (37-0-70 34.58%),79 (0.74),←,
9,"Neale, Lachie",27y 35d,163 (84-0-79 51.53%),84 (0.52),28 (19-0-9 67.86%),17 (0.61)
16,"Rayner, Cam",20y 251d,50 (24-0-26 48.00%),41 (0.82),←,
10,"Rich, Daniel",30y 21d,211 (76-1-134 36.26%),107 (0.51),←,
5,"Robinson, Mitch",31y 21d,195 (83-1-111 42.82%),108 (0.55),95 (32-0-63 33.68%),50 (0.53)
44,"Smith, Archie",24y 345d,13 (6-0-7 46.15%),4 (0.31),←,
37,"Starcevich, Brandon",20y 340d,9 (5-0-4 55.56%),2 (0.22),←,
15,"Zorko, Dayne",31y 140d,171 (60-0-111 35.09%),186 (1.09),←,
Totals,Totals,25y 244d,2167 (983-4-1180 45.36%),1254 (0.58),,
C,"Fagan, Chris",59y 5d,72 (29-0-43 40.28%),,←,
