Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
15,"Allan, Ben",22y 229d,16 (9-0-7 56.25%),12 (0.75),←,
8,"Anderson, Dean",23y 304d,52 (38-0-14 73.08%),59 (1.13),←,
7,"Ayres, Gary",30y 246d,226 (167-1-58 74.12%),61 (0.27),←,
23,"Brereton, Dermott",26y 286d,169 (128-1-40 76.04%),382 (2.26),←,
4,"Collins, Andrew",26y 37d,86 (64-0-22 74.42%),18 (0.21),←,
26,"Cooper, Paul",23y 56d,16 (9-0-7 56.25%),1 (0.06),←,
6,"Hall, Tony",26y 258d,44 (37-0-7 84.09%),58 (1.32),←,
33,"Hudson, Paul",20y 316d,17 (12-0-5 70.59%),28 (1.65),←,
11,"Jarman, Darren",24y 124d,9 (5-0-4 55.56%),25 (2.78),←,
1,"Jencke, Ray",25y 68d,85 (61-0-24 71.76%),18 (0.21),←,
24,"Langford, Chris",28y 150d,179 (136-1-42 76.26%),27 (0.15),←,
12,"Lawrence, Stephen",22y 40d,36 (23-0-13 63.89%),11 (0.31),←,
31,"Madigan, Greg",21y 128d,20 (13-0-7 65.00%),1 (0.05),←,
20,"Maginness, Scott",24y 303d,64 (49-0-15 76.56%),4 (0.06),←,
35,"Morrissey, James",26y 240d,72 (54-0-18 75.00%),74 (1.03),←,
21,"Nugent, Glenn",19y 205d,8 (7-0-1 87.50%),5 (0.63),←,
44,"Platten, John",28y 76d,124 (94-0-30 75.81%),130 (1.05),←,
18,"Pritchard, Darrin",25y 72d,89 (67-0-22 75.28%),45 (0.51),←,
25,"Robran, Matthew",20y 74d,4 (2-0-2 50.00%),4 (1.00),←,
17,"Tuck, Michael",37y 342d,413 (291-1-121 70.58%),319 (0.77),←,
Totals,Totals,25y 86d,1729 (1266-4-459 73.22%),1282 (0.74),,
C,"Joyce, Alan",48y 223d,34 (27-0-7 79.41%),,←,
