Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Alessio, Steven",2,2,3,5,,,11.0,1.0,,,,,1.0,4.0,,,,,,,,,
8,"Bewick, Darren",18,5,5,23,1,4.0,,,,,,,2.0,1.0,,,,,,,,,
6,"Daniher, Anthony",6,2,1,7,,,8.0,2.0,,,,,1.0,1.0,,,,,,,,,
38,"Denham, Sean",12,2,10,22,,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,
28,"Flood, David",5,,3,8,,,1.0,2.0,,,,,1.0,3.0,,,,,,,,,
29,"Grenvold, David",4,2,2,6,,,,,,,,,,1.0,,,,,,,,,
1,"Harvey, Mark",7,3,5,12,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
11,"Hills, Paul",5,2,9,14,,,,1.0,,,,,1.0,3.0,,,,,,,,,
5,"Hird, James",11,10,5,16,2,,,1.0,,,,,1.0,2.0,1.0,,,,,,,,
9,"Kickett, Derek",6,2,7,13,2,1.0,,,,,,,,1.0,,,,,,,,,
13,"Long, Michael",11,5,5,16,1,,,1.0,,,,,1.0,,,,,,,,,,
2,"Mercuri, Mark",4,4,7,11,,1.0,,1.0,,,,,,,,,,,,,,,
24,"Misiti, Joe",19,1,11,30,2,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
10,"ODonnell, Gary",16,2,6,22,,,1.0,6.0,,,,,3.0,3.0,,,,,,,,,
47,"Olarenshaw, Ricky",10,2,11,21,2,,,1.0,,,,,2.0,,,,,,,,,,
3,"Salmon, Paul",11,9,2,13,4,2.0,8.0,,,,,,,3.0,,,,,,,,,
12,"Symons, Michael",3,,4,7,1,,,3.0,,,,,,1.0,,,,,,,,,
26,"Thompson, Mark",20,3,4,24,,,,2.0,,,,,5.0,1.0,,,,,,,,,
4,"Wanganeen, Gavin",8,5,6,14,,,,,,,,,3.0,3.0,,,,,,,,,
32,"Watson, Tim",10,7,11,21,4,1.0,,,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,188,68,117,305,19,15.0,31.0,25.0,,,,,25.0,32.0,1.0,,,,,,,,
Opposition,Opposition,190,74,87,277,19,11.0,16.0,35.0,,,,,32.0,25.0,5.0,,,,,,,,
