St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
2,"Brown, Tony",10,2,5,15,,,,1.0,,,,,1.0,,,,,,,,,,
3,"Burke, Nathan",20,7,9,29,,1.0,,4.0,,,,,,,,,,,,,,,
42,"Cook, Brett",5,,4,9,,,11.0,1.0,,,,,2.0,3.0,,,,,,,,,
18,"Cripps, Jason",7,3,3,10,,,2.0,1.0,,,,,,4.0,,,,,,,,,
34,"Daniels, Jayson",14,2,9,23,,1.0,,4.0,,,,,,1.0,,,,,,,,,
25,"Hall, Barry",3,4,5,8,,,,2.0,,,,,,,,,,,,,,,
35,"Harvey, Robert",25,5,9,34,1,1.0,,2.0,,,,,,2.0,,,,,,,,,
24,"Heatley, Jason",11,8,1,12,7,,,3.0,,,,,,1.0,,,,,,,,,
8,"Hudghton, Max",5,5,4,9,,,,,,,,,3.0,2.0,,,,,,,,,
5,"Jones, Austinn",21,2,2,23,,,,,,,,,2.0,,,,,,,,,,
17,"Keogh, Rod",14,1,5,19,,,,4.0,,,,,2.0,,,,,,,,,,
22,"Lappin, Matthew",7,3,6,13,,,,1.0,,,,,1.0,1.0,,,,,,,,,
23,"Loewe, Stewart",13,12,2,15,3,1.0,3.0,2.0,,,,,3.0,2.0,,,,,,,,,
1,"Peckett, Justin",13,4,1,14,,1.0,,1.0,,,,,1.0,,,,,,,,,,
31,"Shanahan, Jamie",6,,1,7,,,,2.0,,,,,,,,,,,,,,,
13,"Sierakowski, David",4,1,4,8,,,9.0,1.0,,,,,,1.0,,,,,,,,,
19,"Sziller, Steven",13,4,6,19,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
29,"Thompson, Andrew",9,,7,16,1,2.0,,,,,,,2.0,1.0,,,,,,,,,
15,"Wakelin, Darryl",4,5,5,9,,,1.0,,,,,,,,,,,,,,,,
7,"Winmar, Nicky",10,3,5,15,3,1.0,,1.0,,,,,1.0,3.0,,,,,,,,,
20,"Young, Matthew",2,1,,2,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,216,72,93,309,15,14.0,26.0,32.0,,,,,19.0,22.0,,,,,,,,,
Opposition,Opposition,199,46,66,265,11,7.0,12.0,29.0,,,,,22.0,19.0,,,,,,,,,
