Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
37,"Allison, Jacob",19y 111d,2 (0-0-2 0.00%),,←,
31,"Andrews, Harris",20y 237d,55 (11-0-44 20.00%),8 (0.15),←,
43,"Barrett, Jake",21y 270d,15 (4-0-11 26.67%),11 (0.73),14 (4-0-10 28.57%),11 (0.79)
4,"Bastinac, Ryan",26y 44d,156 (74-0-82 47.44%),89 (0.57),35 (7-0-28 20.00%),23 (0.66)
9,"Beams, Dayne",27y 174d,144 (81-2-61 56.94%),141 (0.98),34 (5-0-29 14.71%),23 (0.68)
13,"Berry, Jarrod",19y 181d,16 (3-0-13 18.75%),7 (0.44),←,
20,"Cox, Cedric",19y 351d,6 (1-0-5 16.67%),1 (0.17),←,
27,"Gardiner, Darcy",21y 317d,59 (15-0-44 25.42%),3 (0.05),←,
30,"Hipwood, Eric",19y 326d,28 (6-0-22 21.43%),39 (1.39),←,
35,"Lester, Ryan",24y 344d,99 (29-0-70 29.29%),43 (0.43),←,
12,"Martin, Stefan",30y 261d,133 (31-1-101 23.68%),39 (0.29),76 (17-0-59 22.37%),16 (0.21)
36,"Mathieson, Rhys",20y 207d,21 (5-0-16 23.81%),14 (0.67),←,
6,"McCluggage, Hugh",19y 155d,15 (3-0-12 20.00%),6 (0.40),←,
25,"McStay, Daniel",22y 42d,57 (12-0-45 21.05%),31 (0.54),←,
10,"Rich, Daniel",27y 59d,162 (51-1-110 31.79%),100 (0.62),←,
18,"Robertson, Nick",22y 63d,44 (6-0-38 13.64%),7 (0.16),←,
38,"Rockliff, Tom",27y 164d,151 (45-0-106 29.80%),80 (0.53),←,
23,"Schache, Josh",19y 349d,27 (3-0-24 11.11%),25 (0.93),←,
28,"Taylor, Lewis",22y 169d,82 (17-0-65 20.73%),62 (0.76),←,
14,"Walker, Josh",24y 266d,57 (24-1-32 42.98%),64 (1.12),24 (5-0-19 20.83%),29 (1.21)
29,"Witherden, Alex",18y 329d,7 (2-0-5 28.57%),1 (0.14),←,
15,"Zorko, Dayne",28y 177d,119 (36-0-83 30.25%),131 (1.10),←,
Totals,Totals,22y 358d,1455 (459-5-991 31.55%),902 (0.62),,
C,"Fagan, Chris",56y 43d,19 (4-0-15 21.05%),,←,
