Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Barker, John",3,1,,3,1,,,,,1.0,1.0,,2.0,,,3.0,1.0,1.0,1.0,,,,
33,"Barlow, Kris",9,4,3,12,1,1.0,,2.0,,1.0,,1.0,,,,6.0,7.0,,1.0,1.0,,,
17,"Chick, Daniel",10,1,,10,2,,,10.0,,4.0,1.0,1.0,1.0,,1.0,6.0,3.0,,,,1.0,,
25,"Clarke, Tim",7,2,3,10,,,,2.0,3.0,1.0,3.0,1.0,,,,3.0,7.0,,,1.0,,,
35,"Cox, Adrian",9,2,3,12,,1.0,,2.0,,4.0,2.0,1.0,1.0,1.0,,6.0,7.0,1.0,1.0,3.0,,,
9,"Crawford, Shane",14,2,9,23,2,,1.0,4.0,3.0,3.0,4.0,2.0,1.0,2.0,,13.0,13.0,,1.0,2.0,2.0,,
19,"Dixon, Ben",9,7,3,12,3,1.0,,1.0,1.0,2.0,1.0,2.0,,1.0,,5.0,7.0,2.0,4.0,,,,
34,"Graham, Mark",5,6,3,8,,,,2.0,1.0,,,2.0,,2.0,,3.0,5.0,2.0,,1.0,,,
29,"Greene, Steven",7,4,5,12,,,,3.0,2.0,3.0,1.0,3.0,1.0,,,3.0,11.0,,,1.0,1.0,,
5,"Harford, Daniel",9,3,9,18,,,,,,7.0,5.0,1.0,1.0,,,12.0,7.0,1.0,,4.0,2.0,,
2,"Holland, Nick",6,5,3,9,1,2.0,3.0,5.0,1.0,3.0,1.0,1.0,3.0,,,6.0,4.0,1.0,2.0,1.0,,,
37,"Lekkas, Angelo",7,4,10,17,,,,1.0,2.0,1.0,4.0,3.0,,2.0,,11.0,8.0,1.0,,3.0,1.0,,
12,"Lonie, Nathan",8,2,3,11,,1.0,,,4.0,,3.0,1.0,,1.0,,4.0,6.0,,1.0,,,,
7,"McCabe, Luke",2,1,3,5,,,,,,1.0,,1.0,,1.0,,2.0,3.0,,,,,,
13,"Picioane, Lance",10,2,3,13,1,,,2.0,,2.0,4.0,1.0,,,,4.0,6.0,,,1.0,1.0,,
20,"Rawlings, Jade",9,3,1,10,2,1.0,3.0,2.0,3.0,,,1.0,1.0,,,3.0,6.0,1.0,,1.0,,,
52,"Rehn, Shaun",3,2,2,5,,,11.0,3.0,,1.0,,4.0,,2.0,,1.0,3.0,,,2.0,,,
11,"Smith, Joel",17,4,4,21,1,1.0,,1.0,6.0,2.0,2.0,2.0,1.0,,,7.0,11.0,1.0,1.0,1.0,5.0,,
4,"Tallis, Rayden",9,1,,9,,,,3.0,1.0,1.0,1.0,3.0,1.0,2.0,,4.0,5.0,,,,,,
23,"Thompson, Nathan",8,9,5,13,,1.0,6.0,1.0,1.0,2.0,2.0,2.0,,,,6.0,7.0,2.0,1.0,1.0,,,
21,"Vandenberg, Richard",4,2,7,11,1,,,5.0,,4.0,2.0,1.0,1.0,,,6.0,5.0,,,2.0,1.0,,
6,"Williams, Mark",,,,,,,,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,165,67,79,244,15,13.0,24.0,50.0,28.0,43.0,37.0,34.0,14.0,14.0,1.0,114.0,132.0,13.0,13.0,25.0,14.0,,
Opposition,Opposition,178,82,106,284,20,9.0,37.0,50.0,22.0,50.0,32.0,30.0,14.0,14.0,5.0,109.0,177.0,11.0,22.0,51.0,10.0,,
